,Genotype,Soil_type.x,Block,Clade,Soil_inoculation,Sample_ID,Iteration,Submission_ID,Selection.x,Plate.Positon,Plate,Belowground,Tuber_Mass,Aboveground,Total,Biomass_NonTuber,DNA.Extract,Plate_DNA,Slot_DNA,DNA_conc,i5_adaptor_16S,i7_adaptor_16S,Notes,combo_line,Soil_type.y,Selection.y,avg,n,se,Response,Type_Response
352,Ranger,Hancock,R1,M,R1_9,R1_6,3,R1_6_3,P,H6,1,0.03,0,0.59,0.62,0.62,,NA,NA,NA,NA,NA,,Ranger_Sterile_S,Sterile,S,0.33,2,0.33,-0.33,Negative
530,Ranger,Sterile,R2,M,Sterile,R2_5,4,R2_5_4,S,C5,2,0.04,29.89,0.61,30.54,0.65,,NA,NA,NA,NA,NA,,Ranger_Sterile_S,Sterile,S,29.9125,4,2.263774043,-0.0225,Negative
439,G.Chili,Winterfell,GC2,C,GC2_8,GC2_9,4,GC2_9_4,P,A9,1,0.08,43.38,0.6,44.06,0.68,,NA,NA,NA,NA,NA,,G.Chili_Sterile_S,Sterile,S,35.68,3,4.639709043,7.7,Positive
406,Wac 5,Winterfell,W2,A,W2_7,W2_5,3,W2_5_3,P,,NA,0,0,0.75,0.75,0.75,,NA,NA,NA,NA,NA,NO TUBER/BG?,Wac 5_Sterile_S,Sterile,S,11.66,2,5.52,-11.66,Negative
529,Ranger,Sterile,R2,M,Sterile,R2_2,4,R2_2_4,S,C2,2,0.07,23.8,0.71,24.58,0.78,,NA,NA,NA,NA,NA,,Ranger_Sterile_S,Sterile,S,29.9125,4,2.263774043,-6.1125,Negative
423,G.Chili,Hancock,GC1,C,GC1_3,GC1_9,4,GC1_9_4,N,C9,1,0.1,29.5,0.73,30.33,0.83,,NA,NA,NA,NA,NA,,G.Chili_Sterile_S,Sterile,S,35.68,3,4.639709043,-6.18,Negative
463,Ranger,Hancock,R1,M,R1_7,R1_8,4,R1_8_4,N,E8,1,0.03,34.48,0.91,35.42,0.94,,NA,NA,NA,NA,NA,,Ranger_Sterile_S,Sterile,S,29.9125,4,2.263774043,4.5675,Positive
407,Wac 663,Hancock,WA1,A,WA1_1,WA1_1,3,WA1_1_3,N,,NA,0.98,0,0,0.98,0.98,,NA,NA,NA,NA,NA,NO TUBER,Wac 663_Sterile_S,Sterile,S,4.125,2,1.655,-4.125,Negative
537,Ranger,Winterfell,R2,M,R2_2,R2_7,4,R2_7_4,P,C7,2,0.09,23.22,0.97,24.28,1.06,,NA,NA,NA,NA,NA,,Ranger_Sterile_S,Sterile,S,29.9125,4,2.263774043,-6.6925,Negative
531,Ranger,Winterfell,R2,M,R2_10,R2_1,4,R2_1_4,N,C1,2,0.06,36.18,1.01,37.25,1.07,,NA,NA,NA,NA,NA,,Ranger_Sterile_S,Sterile,S,29.9125,4,2.263774043,6.2675,Positive
426,G.Chili,Hancock,GC1,C,GC1_10,GC1_6,4,GC1_6_4,P,C6,1,0.15,27.83,0.93,28.91,1.08,,NA,NA,NA,NA,NA,,G.Chili_Sterile_S,Sterile,S,35.68,3,4.639709043,-7.85,Negative
424,G.Chili,Hancock,GC1,C,GC1_3,GC1_10,4,GC1_10_4,N,C10,1,0.06,26.6,1.04,27.7,1.1,,NA,NA,NA,NA,NA,,G.Chili_Sterile_S,Sterile,S,35.68,3,4.639709043,-9.08,Negative
427,G.Chili,Hancock,GC1,C,GC1_10,GC1_7,4,GC1_7_4,P,C7,1,0.23,45.32,0.88,46.43,1.11,,NA,NA,NA,NA,NA,,G.Chili_Sterile_S,Sterile,S,35.68,3,4.639709043,9.64,Positive
430,G.Chili,Sterile,GC1,C,Sterile,GC1_2,4,GC1_2_4,S,C2,1,0.09,35.19,1.02,36.3,1.11,,NA,NA,NA,NA,NA,,G.Chili_Sterile_S,Sterile,S,35.68,3,4.639709043,-0.49,Negative
522,Papa Cacho,Hancock,PC1,C,PC1_6,PC1_9,4,PC1_9_4,N,A9,2,0.13,44.09,1.02,45.24,1.15,,NA,NA,NA,NA,NA,,Papa Cacho_Sterile_S,Sterile,S,25.55,3,4.01661964,18.54,Positive
429,G.Chili,Sterile,GC1,C,Sterile,GC1_1,4,GC1_1_4,S,C1,1,0.08,43.95,1.07,45.1,1.15,,NA,NA,NA,NA,NA,,G.Chili_Sterile_S,Sterile,S,35.68,3,4.639709043,8.27,Positive
425,G.Chili,Hancock,GC1,C,GC1_10,GC1_5,4,GC1_5_4,P,C5,1,0.11,0,1.04,1.15,1.15,,NA,NA,NA,NA,NA,,G.Chili_Sterile_S,Sterile,S,35.68,3,4.639709043,-35.68,Negative
428,G.Chili,Hancock,GC1,C,GC1_10,GC1_8,4,GC1_8_4,P,C8,1,0.15,34.23,1.05,35.43,1.2,,NA,NA,NA,NA,NA,,G.Chili_Sterile_S,Sterile,S,35.68,3,4.639709043,-1.45,Negative
469,Ranger,Sterile,R1,M,Sterile,R1_3,4,R1_3_4,S,E3,1,0.14,31.35,1.09,32.58,1.23,,NA,NA,NA,NA,NA,,Ranger_Sterile_S,Sterile,S,29.9125,4,2.263774043,1.4375,Positive
431,G.Chili,Sterile,GC2,C,Sterile,GC2_3,4,GC2_3_4,S,A3,1,0.03,27.9,1.23,29.16,1.26,,NA,NA,NA,NA,NA,,G.Chili_Sterile_S,Sterile,S,35.68,3,4.639709043,-7.78,Negative
438,G.Chili,Winterfell,GC2,C,GC2_8,GC2_7,4,GC2_7_4,P,A7,1,0.1,52.07,1.18,53.35,1.28,,NA,NA,NA,NA,NA,,G.Chili_Sterile_S,Sterile,S,35.68,3,4.639709043,16.39,Positive
244,Norkodah,Hancock,N1,M,R1_6,R1_6,2,R1_6_2,P,A6,3,0.12,38.02,1.18,39.32,1.3,,NA,NA,NA,NA,NA,NO PLANT,Norkodah_Sterile_S,Sterile,S,45.305,4,2.727460663,-7.285,Negative
488,Wac 663,Sterile,WA1,A,Sterile,WA1_5,4,WA1_5_4,S,B5,1,0.17,0,1.15,1.32,1.32,,NA,NA,NA,NA,NA,,Wac 663_Sterile_S,Sterile,S,3.89,4,1.339981343,-3.89,Negative
421,G.Chili,Hancock,GC1,C,GC1_3,GC1_3,4,GC1_3_4,N,C3,1,0.2,36.94,1.13,38.27,1.33,,NA,NA,NA,NA,NA,,G.Chili_Sterile_S,Sterile,S,35.68,3,4.639709043,1.26,Positive
396,Wac 5,Winterfell,W2,A,W2_7,W2_7,3,W2_7_3,P,A7,2,0.07,1.61,1.26,2.94,1.33,,NA,NA,NA,NA,NA,,Wac 5_Sterile_S,Sterile,S,11.66,2,5.52,-10.05,Negative
87,Burbank,Hancock,B1,M,B1_1,B1_7,2,B1_7_2,N,A7,1,0.22,36.63,1.17,38.02,1.39,,NA,NA,NA,NA,NA,,Burbank_Sterile_S,Sterile,S,45.935,4,7.415675402,-9.305,Negative
528,Papa Cacho,Sterile,PC1,C,Sterile,PC1_10,4,PC1_10_4,S,A10,2,0.11,27.91,1.28,29.3,1.39,,NA,NA,NA,NA,NA,,Papa Cacho_Sterile_S,Sterile,S,25.55,3,4.01661964,2.36,Positive
434,G.Chili,Winterfell,GC2,C,GC2_4,GC2_5,4,GC2_5_4,N,A5,1,0.1,24.87,1.3,26.27,1.4,,NA,NA,NA,NA,NA,,G.Chili_Sterile_S,Sterile,S,35.68,3,4.639709043,-10.81,Negative
271,Cor.C 95,Hancock,CC1,C,CC1_1,CC1_6,3,CC1_6_3,N,A6,1,0.11,0,1.3,1.41,1.41,,NA,NA,NA,NA,NA,NO TUBER,Cor.C 95_Sterile_S,Sterile,S,0,4,0,0,Neutral
460,Ranger,Hancock,R1,M,R1_7,R1_1,4,R1_1_4,N,E1,1,0.04,26.18,1.4,27.62,1.44,,NA,NA,NA,NA,NA,,Ranger_Sterile_S,Sterile,S,29.9125,4,2.263774043,-3.7325,Negative
511,Cor.C 95,Winterfell,CC2,C,CC2_5,CC2_3,4,CC2_3_4,N,F3,2,0.19,17.07,1.28,18.54,1.47,,NA,NA,NA,NA,NA,,Cor.C 95_Sterile_S,Sterile,S,14.9725,4,8.782117602,2.0975,Positive
498,Burbank,Sterile,B1,M,Sterile,B1_3,4,B1_3_4,S,G3,2,0.31,35.12,1.18,36.61,1.49,,NA,NA,NA,NA,NA,,Burbank_Sterile_S,Sterile,S,24.815,4,6.683149831,10.305,Positive
521,Papa Cacho,Hancock,PC1,C,PC1_6,PC1_5,4,PC1_5_4,N,A5,2,0.03,27.61,1.48,29.12,1.51,,NA,NA,NA,NA,NA,,Papa Cacho_Sterile_S,Sterile,S,25.55,3,4.01661964,2.06,Positive
433,G.Chili,Winterfell,GC2,C,GC2_4,GC2_2,4,GC2_2_4,N,A2,1,0.11,20.02,1.49,21.62,1.6,,NA,NA,NA,NA,NA,,G.Chili_Sterile_S,Sterile,S,35.68,3,4.639709043,-15.66,Negative
466,Ranger,Hancock,R1,M,R1_10,R1_9,4,R1_9_4,P,E9,1,0.04,34.78,1.62,36.44,1.66,,NA,NA,NA,NA,NA,,Ranger_Sterile_S,Sterile,S,29.9125,4,2.263774043,4.8675,Positive
218,Snowden,Sterile,S1,M,Sterile,S1_1,2,S1_1_2,S,G1,2,0.23,47.77,1.44,49.44,1.67,,NA,NA,NA,NA,NA,,Snowden_Sterile_S,Sterile,S,41.3225,4,8.267697558,6.4475,Positive
436,G.Chili,Winterfell,GC2,C,GC2_8,GC2_4,4,GC2_4_4,P,A4,1,0.05,35.99,1.63,37.67,1.68,,NA,NA,NA,NA,NA,,G.Chili_Sterile_S,Sterile,S,35.68,3,4.639709043,0.31,Positive
249,Norkodah,Sterile,N1,M,Sterile,R1_5,2,R1_5_2,S,A5,3,0.14,41.36,1.54,43.04,1.68,,NA,NA,NA,NA,NA,,Norkodah_Sterile_S,Sterile,S,45.305,4,2.727460663,-3.945,Negative
536,Ranger,Winterfell,R2,M,R2_2,R2_6,4,R2_6_4,P,C6,2,0.15,26.91,1.54,28.6,1.69,,NA,NA,NA,NA,NA,,Ranger_Sterile_S,Sterile,S,29.9125,4,2.263774043,-3.0025,Negative
533,Ranger,Winterfell,R2,M,R2_10,R2_9,4,R2_9_4,N,C9,2,0.04,22.91,1.72,24.67,1.76,,NA,NA,NA,NA,NA,,Ranger_Sterile_S,Sterile,S,29.9125,4,2.263774043,-7.0025,Negative
151,Norkodah,Winterfell,N2,M,R2_4,R2_7,2,R2_7_2,P,E7,1,0.1,42.41,1.67,44.18,1.77,,NA,NA,NA,NA,NA,,Norkodah_Sterile_S,Sterile,S,45.305,4,2.727460663,-2.895,Negative
532,Ranger,Winterfell,R2,M,R2_10,R2_3,4,R2_3_4,N,C3,2,0.03,32.09,1.75,33.87,1.78,,NA,NA,NA,NA,NA,,Ranger_Sterile_S,Sterile,S,29.9125,4,2.263774043,2.1775,Positive
501,Burbank,Winterfell,B2,M,B2_5,B2_3,4,B2_3_4,N,D3,2,0.45,27.11,1.34,28.9,1.79,,NA,NA,NA,NA,NA,,Burbank_Sterile_S,Sterile,S,24.815,4,6.683149831,2.295,Positive
519,Papa Cacho,Hancock,PC1,C,PC1_6,PC1_2,4,PC1_2_4,N,A2,2,0.17,33.32,1.63,35.12,1.8,,NA,NA,NA,NA,NA,,Papa Cacho_Sterile_S,Sterile,S,25.55,3,4.01661964,7.77,Positive
512,Cor.C 95,Winterfell,CC2,C,CC2_5,CC2_4,4,CC2_4_4,N,F4,2,0.22,8.19,1.58,9.99,1.8,,NA,NA,NA,NA,NA,,Cor.C 95_Sterile_S,Sterile,S,14.9725,4,8.782117602,-6.7825,Negative
534,Ranger,Winterfell,R2,M,R2_10,R2_10,4,R2_10_4,N,C10,2,0.03,20.35,1.78,22.16,1.81,,NA,NA,NA,NA,NA,,Ranger_Sterile_S,Sterile,S,29.9125,4,2.263774043,-9.5625,Negative
538,Ranger,Winterfell,R2,M,R2_2,R2_8,4,R2_8_4,P,C8,2,0.03,25.78,1.8,27.61,1.83,,NA,NA,NA,NA,NA,,Ranger_Sterile_S,Sterile,S,29.9125,4,2.263774043,-4.1325,Negative
493,Burbank,Hancock,B1,M,B1_6,B1_2,4,B1_2_4,P,G2,2,0.3,33.08,1.54,34.92,1.84,,NA,NA,NA,NA,NA,,Burbank_Sterile_S,Sterile,S,24.815,4,6.683149831,8.265,Positive
500,Burbank,Sterile,B2,M,Sterile,B2_8,4,B2_8_4,S,D8,2,0.27,10.92,1.57,12.76,1.84,,NA,NA,NA,NA,NA,,Burbank_Sterile_S,Sterile,S,24.815,4,6.683149831,-13.895,Negative
461,Ranger,Hancock,R1,M,R1_7,R1_4,4,R1_4_4,N,E4,1,0.07,24.74,1.78,26.59,1.85,,NA,NA,NA,NA,NA,,Ranger_Sterile_S,Sterile,S,29.9125,4,2.263774043,-5.1725,Negative
566,Snowden,Sterile,S1,M,Sterile,S1_7,4,S1_7_4,S,tube,NA,0.15,33.44,1.72,35.31,1.87,,NA,NA,NA,NA,NA,,Snowden_Sterile_S,Sterile,S,31.63,4,2.640773245,1.81,Positive
392,Wac 5,Sterile,W2,A,Sterile,W2_8,3,W2_8_3,S,A8,2,0.15,6.14,1.72,8.01,1.87,,NA,NA,NA,NA,NA,NO TUBER/AG?,Wac 5_Sterile_S,Sterile,S,11.66,2,5.52,-5.52,Negative
567,Snowden,Sterile,S2,M,Sterile,S2_1,4,S2_1_4,S,tube,NA,0.37,38.03,1.5,39.9,1.87,,NA,NA,NA,NA,NA,,Snowden_Sterile_S,Sterile,S,31.63,4,2.640773245,6.4,Positive
465,Ranger,Hancock,R1,M,R1_10,R1_7,4,R1_7_4,P,E7,1,0.13,35.6,1.77,37.5,1.9,,NA,NA,NA,NA,NA,,Ranger_Sterile_S,Sterile,S,29.9125,4,2.263774043,5.6875,Positive
495,Burbank,Hancock,B1,M,B1_6,B1_6,4,B1_6_4,P,G6,2,0.31,5.57,1.6,7.48,1.91,,NA,NA,NA,NA,NA,,Burbank_Sterile_S,Sterile,S,24.815,4,6.683149831,-19.245,Negative
491,Burbank,Hancock,B1,M,B1_7,B1_8,4,B1_8_4,N,G8,2,0.27,11.03,1.66,12.96,1.93,,NA,NA,NA,NA,NA,,Burbank_Sterile_S,Sterile,S,24.815,4,6.683149831,-13.785,Negative
569,Snowden,Winterfell,S2,M,S2_4,S2_2,4,S2_2_4,N,tube,NA,0.16,43.31,1.78,45.25,1.94,,NA,NA,NA,NA,NA,,Snowden_Sterile_S,Sterile,S,31.63,4,2.640773245,11.68,Positive
215,Snowden,Hancock,S1,M,S1_3,S1_8,2,S1_8_2,P,G8,2,0.4,43.35,1.55,45.3,1.95,,NA,NA,NA,NA,NA,,Snowden_Sterile_S,Sterile,S,41.3225,4,8.267697558,2.0275,Positive
228,Wac 663,Sterile,WA1,A,Sterile,WA1_5,2,WA1_5_2,S,H5,2,0.34,14.96,1.63,16.93,1.97,,NA,NA,NA,NA,NA,,Wac 663_Sterile_S,Sterile,S,19.12,4,2.464829271,-4.16,Negative
146,Norkodah,Sterile,N2,M,Sterile,R2_8,2,R2_8_2,S,E8,1,0.16,52.05,1.83,54.04,1.99,,NA,NA,NA,NA,NA,,Norkodah_Sterile_S,Sterile,S,45.305,4,2.727460663,6.745,Positive
318,Huagalina,Sterile,H2,A,Sterile,H2_6,3,H2_6_3,S,F6,1,0.22,0,1.77,1.99,1.99,,NA,NA,NA,NA,NA,NO PLANT,Huagalina_Sterile_S,Sterile,S,0.24,4,0.24,-0.24,Negative
437,G.Chili,Winterfell,GC2,C,GC2_8,GC2_6,4,GC2_6_4,P,A6,1,0.23,34.89,1.77,36.89,2,,NA,NA,NA,NA,NA,,G.Chili_Sterile_S,Sterile,S,35.68,3,4.639709043,-0.79,Negative
397,Wac 5,Winterfell,W2,A,W2_7,W2_9,3,W2_9_3,P,A9,2,0.36,4.93,1.64,6.93,2,,NA,NA,NA,NA,NA,,Wac 5_Sterile_S,Sterile,S,11.66,2,5.52,-6.73,Negative
150,Norkodah,Winterfell,N2,M,R2_3,R2_6,2,R2_6_2,N,E6,1,0.13,64.59,1.88,66.6,2.01,,NA,NA,NA,NA,NA,,Norkodah_Sterile_S,Sterile,S,45.305,4,2.727460663,19.285,Positive
517,Cor.C 95,Winterfell,CC2,C,CC2_2,CC2_5,4,CC2_5_4,P,F5,2,0.32,14.2,1.69,16.21,2.01,,NA,NA,NA,NA,NA,,Cor.C 95_Sterile_S,Sterile,S,14.9725,4,8.782117602,-0.7725,Negative
156,Snowden,Sterile,S2,M,Sterile,S2_4,2,S2_4_2,S,F4,1,0.31,33.08,1.7,35.09,2.01,,NA,NA,NA,NA,NA,,Snowden_Sterile_S,Sterile,S,41.3225,4,8.267697558,-8.2425,Negative
212,Snowden,Hancock,S1,M,S1_4,S1_7,2,S1_7_2,N,G7,2,0.37,60.41,1.65,62.43,2.02,,NA,NA,NA,NA,NA,,Snowden_Sterile_S,Sterile,S,41.3225,4,8.267697558,19.0875,Positive
114,G.Chili,Sterile,GC1,C,Sterile,GC1_10,2,GC1_10_2,S,H10,1,0.44,46.68,1.59,48.71,2.03,,NA,NA,NA,NA,NA,,G.Chili_Sterile_S,Sterile,S,55.79,4,3.230678463,-9.11,Negative
518,Cor.C 95,Winterfell,CC2,C,CC2_2,CC2_8,4,CC2_8_4,P,F8,2,0.22,8.61,1.83,10.66,2.05,,NA,NA,NA,NA,NA,,Cor.C 95_Sterile_S,Sterile,S,14.9725,4,8.782117602,-6.3625,Negative
568,Snowden,Sterile,S2,M,Sterile,S2_5,4,S2_5_4,S,tube,NA,0.16,29.22,1.91,31.29,2.07,,NA,NA,NA,NA,NA,,Snowden_Sterile_S,Sterile,S,31.63,4,2.640773245,-2.41,Negative
490,Burbank,Hancock,B1,M,B1_7,B1_7,4,B1_7_4,N,G7,2,0.28,3.4,1.79,5.47,2.07,,NA,NA,NA,NA,NA,,Burbank_Sterile_S,Sterile,S,24.815,4,6.683149831,-21.415,Negative
562,Snowden,Hancock,S1,M,S1_8,S1_5,4,S1_5_4,P,tube,NA,0.21,25.3,1.87,27.38,2.08,,NA,NA,NA,NA,NA,,Snowden_Sterile_S,Sterile,S,31.63,4,2.640773245,-6.33,Negative
565,Snowden,Sterile,S1,M,Sterile,S1_3,4,S1_3_4,S,tube,NA,0.1,25.83,2,27.93,2.1,,NA,NA,NA,NA,NA,,Snowden_Sterile_S,Sterile,S,31.63,4,2.640773245,-5.8,Negative
492,Burbank,Hancock,B1,M,B1_7,B1_10,4,B1_10_4,N,G10,2,0.39,9.62,1.71,11.72,2.1,,NA,NA,NA,NA,NA,,Burbank_Sterile_S,Sterile,S,24.815,4,6.683149831,-15.195,Negative
91,Burbank,Hancock,B1,M,B1_6,B1_2,2,B1_2_2,P,A2,1,0.44,55.72,1.67,57.83,2.11,,NA,NA,NA,NA,NA,,Burbank_Sterile_S,Sterile,S,45.935,4,7.415675402,9.785,Positive
560,Snowden,Hancock,S1,M,S1_10,S1_10,4,S1_10_4,N,tube,NA,0.18,33.46,1.93,35.57,2.11,,NA,NA,NA,NA,NA,,Snowden_Sterile_S,Sterile,S,31.63,4,2.640773245,1.83,Positive
563,Snowden,Hancock,S1,M,S1_8,S1_6,4,S1_6_4,P,tube,NA,0.27,46,1.84,48.11,2.11,,NA,NA,NA,NA,NA,,Snowden_Sterile_S,Sterile,S,31.63,4,2.640773245,14.37,Positive
467,Ranger,Hancock,R1,M,R1_10,R1_10,4,R1_10_4,P,E10,1,0.13,44.99,1.99,47.11,2.12,,NA,NA,NA,NA,NA,,Ranger_Sterile_S,Sterile,S,29.9125,4,2.263774043,15.0775,Positive
574,Snowden,Winterfell,S2,M,S2_7,S2_6,4,S2_6_4,P,tube,NA,0.29,38.52,1.83,40.64,2.12,,NA,NA,NA,NA,NA,,Snowden_Sterile_S,Sterile,S,31.63,4,2.640773245,6.89,Positive
523,Papa Cacho,Hancock,PC1,C,PC1_8,PC1_3,4,PC1_3_4,P,A3,2,0.15,28.77,1.97,30.89,2.12,,NA,NA,NA,NA,NA,,Papa Cacho_Sterile_S,Sterile,S,25.55,3,4.01661964,3.22,Positive
216,Snowden,Hancock,S1,M,S1_3,S1_6,2,S1_6_2,P,G6,2,0.86,51.99,1.28,54.13,2.14,,NA,NA,NA,NA,NA,,Snowden_Sterile_S,Sterile,S,41.3225,4,8.267697558,10.6675,Positive
351,Ranger,Hancock,R1,M,R1_9,R1_4,3,R1_4_3,P,H4,1,0.29,0,1.85,2.14,2.14,,NA,NA,NA,NA,NA,,Ranger_Sterile_S,Sterile,S,0.33,2,0.33,-0.33,Negative
324,Huagalina,Winterfell,H2,A,H2_10,H2_8,3,H2_8_3,P,F8,1,0.27,0,1.88,2.15,2.15,,NA,NA,NA,NA,NA,,Huagalina_Sterile_S,Sterile,S,0.24,4,0.24,-0.24,Negative
494,Burbank,Hancock,B1,M,B1_6,B1_5,4,B1_5_4,P,G5,2,0.3,18.89,1.86,21.05,2.16,,NA,NA,NA,NA,NA,,Burbank_Sterile_S,Sterile,S,24.815,4,6.683149831,-5.925,Negative
516,Cor.C 95,Winterfell,CC2,C,CC2_2,CC2_2,4,CC2_2_4,P,F2,2,0.42,19.11,1.75,21.28,2.17,,NA,NA,NA,NA,NA,,Cor.C 95_Sterile_S,Sterile,S,14.9725,4,8.782117602,4.1375,Positive
417,Cor.C 95,Hancock,CC1,C,CC1_1,CC1_7,4,CC1_7_4,P,F7,1,0.45,5.7,1.72,7.87,2.17,,NA,NA,NA,NA,NA,,Cor.C 95_Sterile_S,Sterile,S,14.9725,4,8.782117602,-9.2725,Negative
147,Norkodah,Winterfell,N2,M,R2_3,R2_2,2,R2_2_2,N,E2,1,0.09,43.12,2.1,45.31,2.19,,NA,NA,NA,NA,NA,,Norkodah_Sterile_S,Sterile,S,45.305,4,2.727460663,-2.185,Negative
513,Cor.C 95,Winterfell,CC2,C,CC2_5,CC2_6,4,CC2_6_4,N,F6,2,0.37,8.7,1.83,10.9,2.2,,NA,NA,NA,NA,NA,,Cor.C 95_Sterile_S,Sterile,S,14.9725,4,8.782117602,-6.2725,Negative
558,Snowden,Hancock,S1,M,S1_10,S1_4,4,S1_4_4,N,tube,NA,0.11,33.74,2.1,35.95,2.21,,NA,NA,NA,NA,NA,,Snowden_Sterile_S,Sterile,S,31.63,4,2.640773245,2.11,Positive
124,G.Chili,Winterfell,GC2,C,GC2_1,GC2_2,2,GC2_2_2,P,G2,1,0.28,46.71,1.93,48.92,2.21,,NA,NA,NA,NA,NA,,G.Chili_Sterile_S,Sterile,S,55.79,4,3.230678463,-9.08,Negative
626,Wac 5,Hancock,W1,A,W1_8,W1_8,5,W1_8_5,P,A8,1,0.25,11.39,1.97,13.61,2.22,,NA,NA,NA,NA,NA,,Wac 5_Sterile_S,Sterile,S,30.36,2,0.42,-18.97,Negative
642,Wac 663,Hancock,WA1,A,WA1_6,WA1_8,5,WA1_8_5,P,H8,1,0.23,13.35,2,15.58,2.23,,NA,NA,NA,NA,NA,,Wac 663_Sterile_S,Sterile,S,6.21,4,0.909789353,7.14,Positive
468,Ranger,Sterile,R1,M,Sterile,R1_2,4,R1_2_4,S,E2,1,0.05,34.61,2.2,36.86,2.25,,NA,NA,NA,NA,NA,,Ranger_Sterile_S,Sterile,S,29.9125,4,2.263774043,4.6975,Positive
160,Snowden,Winterfell,S2,M,S2_1,S2_7,2,S2_7_2,N,F7,1,0.49,39.18,1.76,41.43,2.25,,NA,NA,NA,NA,NA,,Snowden_Sterile_S,Sterile,S,41.3225,4,8.267697558,-2.1425,Negative
555,Wac 663,Winterfell,WA2,A,WA2_8,WA2_3,4,WA2_3_4,P,B3,2,0.17,0,2.08,2.25,2.25,,NA,NA,NA,NA,NA,,Wac 663_Sterile_S,Sterile,S,3.89,4,1.339981343,-3.89,Negative
520,Papa Cacho,Hancock,PC1,C,PC1_6,PC1_4,4,PC1_4_4,N,A4,2,0.04,36.37,2.23,38.64,2.27,,NA,NA,NA,NA,NA,,Papa Cacho_Sterile_S,Sterile,S,25.55,3,4.01661964,10.82,Positive
577,Papa Cacho,Sterile,PC2,C,Sterile,PC2_2,4,PC2_2_4,S,tube,NA,0.03,17.72,2.25,20,2.28,,NA,NA,NA,NA,NA,,Papa Cacho_Sterile_S,Sterile,S,25.55,3,4.01661964,-7.83,Negative
416,Cor.C 95,Hancock,CC1,C,CC1_1,CC1_4,4,CC1_4_4,P,F4,1,0.45,23.54,1.86,25.85,2.31,,NA,NA,NA,NA,NA,,Cor.C 95_Sterile_S,Sterile,S,14.9725,4,8.782117602,8.5675,Positive
515,Cor.C 95,Winterfell,CC2,C,CC2_2,CC2_1,4,CC2_1_4,P,F1,2,0.3,0,2.02,2.32,2.32,,NA,NA,NA,NA,NA,,Cor.C 95_Sterile_S,Sterile,S,14.9725,4,8.782117602,-14.9725,Negative
347,Ranger,Hancock,R1,M,R1_3,R1_7,3,R1_7_3,N,H7,1,0.39,0,1.94,2.33,2.33,,NA,NA,NA,NA,NA,,Ranger_Sterile_S,Sterile,S,0.33,2,0.33,-0.33,Negative
229,Wac 663,Sterile,WA1,A,Sterile,WA1_6,2,WA1_6_2,S,H6,2,0.39,15.87,1.96,18.22,2.35,,NA,NA,NA,NA,NA,,Wac 663_Sterile_S,Sterile,S,19.12,4,2.464829271,-3.25,Negative
662,G.Chili,Winterfell,GC2,C,GC2_7,GC2_7,5,GC2_7_5,P,D7,2,0.64,27.67,1.72,30.03,2.36,,NA,NA,NA,NA,NA,,G.Chili_Sterile_S,Sterile,S,49.015,4,2.460997427,-21.345,Negative
88,Burbank,Hancock,B1,M,B1_1,B1_9,2,B1_9_2,N,A9,1,0.18,52.8,2.18,55.16,2.36,,NA,NA,NA,NA,NA,,Burbank_Sterile_S,Sterile,S,45.935,4,7.415675402,6.865,Positive
497,Burbank,Sterile,B1,M,Sterile,B1_1,4,B1_1_4,S,G1,2,0.59,37.34,1.8,39.73,2.39,,NA,NA,NA,NA,NA,,Burbank_Sterile_S,Sterile,S,24.815,4,6.683149831,12.525,Positive
224,Wac 663,Hancock,WA1,A,WA1_6,WA1_7,2,WA1_7_2,P,H7,2,0.51,26.37,1.9,28.78,2.41,,NA,NA,NA,NA,NA,,Wac 663_Sterile_S,Sterile,S,19.12,4,2.464829271,7.25,Positive
554,Wac 663,Winterfell,WA2,A,WA2_8,WA2_2,4,WA2_2_4,P,B2,2,0.23,10.98,2.19,13.4,2.42,,NA,NA,NA,NA,NA,,Wac 663_Sterile_S,Sterile,S,3.89,4,1.339981343,7.09,Positive
524,Papa Cacho,Hancock,PC1,C,PC1_8,PC1_6,4,PC1_6_4,P,A6,2,0.18,29.85,2.24,32.27,2.42,,NA,NA,NA,NA,NA,,Papa Cacho_Sterile_S,Sterile,S,25.55,3,4.01661964,4.3,Positive
188,Burbank,Winterfell,B2,M,B2_3,B2_7,2,B2_7_2,N,B7,2,0.14,74.05,2.31,76.5,2.45,,NA,NA,NA,NA,NA,,Burbank_Sterile_S,Sterile,S,45.935,4,7.415675402,28.115,Positive
478,Wac 5,Sterile,W1,A,Sterile,W1_2,4,W1_2_4,S,d2,1,0.69,2.87,1.76,5.32,2.45,,NA,NA,NA,NA,NA,,Wac 5_Sterile_S,Sterile,S,1.52,2,1.35,1.35,Positive
349,Ranger,Hancock,R1,M,R1_3,R1_9,3,R1_9_3,N,H9,1,0.33,0.6,2.18,3.11,2.51,,NA,NA,NA,NA,NA,,Ranger_Sterile_S,Sterile,S,0.33,2,0.33,0.27,Positive
481,Wac 663,Hancock,WA1,A,WA1_6,WA1_8,4,WA1_8_4,N,B8,1,0.12,1.48,2.44,4.04,2.56,,NA,NA,NA,NA,NA,,Wac 663_Sterile_S,Sterile,S,3.89,4,1.339981343,-2.41,Negative
