Genotype,Soil_type,Block,Clade,Soil_inoculation,Sample_ID,Iteration,Selection,Plate Positon,Plate,Belowground,Tuber_Mass,Aboveground,Total,DNA Extract,Plate_DNA,Slot_DNA,DNA_conc,i5_adaptor_16S,i7_adaptor_16S,Notes
Burbank,Hancock,B1,M,Hancock,B1_5,1,none,D11,1,6.69,57.47,12.05,76.21,Y,,,,,,
Burbank,Hancock,B1,M,Hancock,B1_6,1,none,D11,1,5.99,73.5,13.33,92.82,Y,,,,,,
Burbank,Hancock,B1,M,Hancock,B1_1,1,none,E2,1,4.66,10.64,14.01,29.31,Y,,,,,,
Burbank,Hancock,B1,M,Hancock,B1_4,1,none,E3,1,5.49,49.7,14.89,70.08,Y,,,,,,
Burbank,Sterile,B1,M,Sterile,B1_2,1,none,1,1,,28.97,,28.97,Y,,,,,,
Burbank,Sterile,B1,M,Sterile,B1_3,1,none,1,1,NA,NA,NA,NA,,,,,,,
Burbank,Sterile,B2,M,Sterile,B2_2,1,none,E7,1,3.03,58.93,12.38,74.34,Y,,,,,,
Burbank,Sterile,B2,M,Sterile,B2_4,1,none,,1,NA,NA,NA,NA,,,,,,,
Burbank,Winterfell,B2,M,Winterfell,B2_3,1,none,D12,1,3.61,103.32,14.09,121.02,Y,,,,,,
Burbank,Winterfell,B2,M,Winterfell,B2_6,1,none,E5,1,,45.93,14.95,60.88,Y,,,,,,
Burbank,Winterfell,B2,M,Winterfell,B2_1,1,none,E6,1,4.01,37.11,14.68,55.8,Y,,,,,,NO PLANT
Burbank,Winterfell,B2,M,Winterfell,B2_5,1,none,,1,2,61.05,10.56,73.61,,,,,,,
Cor.C 95,Hancock,CC1,C,Hancock,CC1_2,1,none,E11,1,2.27,0,15.01,17.28,Y,,,,,,
Cor.C 95,Hancock,CC1,C,Hancock,CC1_4,1,none,F12,1,5.77,0,23.82,29.59,Y,,,,,,
Cor.C 95,Hancock,CC1,C,Hancock,CC1_6,1,none,F8,1,3.47,0,16.5,19.97,Y,,,,,,
Cor.C 95,Hancock,CC1,C,Hancock,CC1_1,1,none,G2,1,3.83,0,10.5,14.33,Y,,,,,,
Cor.C 95,Sterile,CC2,C,Sterile,CC2_5,1,none,E12,1,3.27,0,20.72,23.99,Y,,,,,,
Cor.C 95,Sterile,CC1,C,Sterile,CC1_3,1,none,F1,1,4.35,0,22.54,26.89,Y,,,,,,
Cor.C 95,Sterile,CC1,C,Sterile,CC1_5,1,none,F11,1,4.59,0,22.12,26.71,Y,,,,,,
Cor.C 95,Sterile,CC2,C,Sterile,CC2_1,1,none,F4,1,3.98,0,20.04,24.02,Y,,,,,,
Cor.C 95,Winterfell,CC2,C,Winterfell,CC2_4,1,none,F2,1,2.77,0,14.56,17.33,Y,,,,,,
Cor.C 95,Winterfell,CC2,C,Winterfell,CC2_6,1,none,F3,1,4.77,0,16,20.77,Y,,,,,,
Cor.C 95,Winterfell,CC2,C,Winterfell,CC2_2,1,none,F5,1,3.21,0,17.55,20.76,Y,,,,,,
Cor.C 95,Winterfell,CC2,C,Winterfell,CC2_3,1,none,F7,1,3.53,0,20.89,24.42,Y,,,,,,
G.Chili,Hancock,GC1,,Hancock,GC1_3,1,none,A6,1,2.59,50.65,13.2,66.44,Y,,,,,,NO TUBER
G.Chili,Hancock,GC1,,Hancock,GC1_4,1,none,A7,1,3.19,10.81,17.49,31.49,Y,,,,,,NO TUBER
G.Chili,Hancock,GC1,,Hancock,GC1_6,1,none,B1,1,3.1,34.53,13.87,51.5,Y,,,,,,
G.Chili,Hancock,GC1,,Hancock,GC1_5,1,none,,1,NA,NA,NA,NA,,,,,,,
G.Chili,Sterile,GC1,,Sterile,GC1_2,1,none,A8,1,2.8,36.26,12.33,51.39,Y,,,,,,
G.Chili,Sterile,GC1,,Sterile,GC1_1,1,none,A9,1,3.03,0,13.71,16.74,Y,,,,,,
G.Chili,Sterile,GC2,,Sterile,GC2_6,1,none,C10,1,1.49,67.84,12,81.33,Y,,,,,,
G.Chili,Sterile,GC2,,Sterile,GC2_5,1,none,,1,NA,NA,NA,NA,,,,,,,
G.Chili,Winterfell,GC2,,Winterfell,GC2_2,1,none,B2,1,3.92,28.91,13.1,45.93,Y,,,,,,NO TUBER
G.Chili,Winterfell,GC2,,Winterfell,GC2_1,1,none,B3,1,2.7,61.09,13.27,77.06,Y,,,,,,NO TUBER/AG?
G.Chili,Winterfell,GC2,,Winterfell,GC2_4,1,none,B4,1,3.14,60.67,13.03,76.84,Y,,,,,,NO PLANT
G.Chili,Winterfell,GC2,,Winterfell,GC2_3,1,none,C11,1,2.2,40.83,14.79,57.82,Y,,,,,,
Huagalina,Hancock,H1,A,Hancock,H1_5,1,none,G1,1,2.63,42.51,11.75,56.89,Y,,,,,,
Huagalina,Hancock,H1,A,Hancock,H1_6,1,none,G4,1,2.41,1.27,16.3,19.98,Y,,,,,,
Huagalina,Hancock,H1,A,Hancock,H1_4,1,none,G5,1,2.81,22.01,12.23,37.05,Y,,,,,,
Huagalina,Hancock,H1,A,Hancock,H1_3,1,none,,1,NA,NA,NA,NA,,,,,,,
Huagalina,Sterile,H2,A,Sterile,H2_6,1,none,F6,1,1.03,27.64,,28.67,Y,,,,,,
Huagalina,Sterile,H1,A,Sterile,H1_1,1,none,F9,1,2.26,42.47,12.34,57.07,Y,,,,,,
Huagalina,Sterile,H1,A,Sterile,H1_2,1,none,G6,1,3.74,35.77,12.24,51.75,Y,,,,,,
Huagalina,Sterile,H2,A,Sterile,H2_2,1,none,,1,NA,NA,NA,NA,,,,,,,
Huagalina,Winterfell,H2,A,Winterfell,H2_4,1,none,E10,1,0.61,18.49,11.28,30.38,Y,,,,,,
Huagalina,Winterfell,H2,A,Winterfell,H2_5,1,none,F10,1,3.01,31.45,12.54,47,Y,,,,,,
Huagalina,Winterfell,H2,A,Winterfell,H2_1,1,none,G3,1,1.87,27.74,15.63,45.24,Y,,,,,,
Huagalina,Winterfell,H2,A,Winterfell,H2_3,1,none,,1,4.38,40.67,17.08,62.13,,,,,,,
Norkodah,Hancock,N1,M,Hancock,N1_6,1,none,A10,1,2.06,3.61,7.74,13.41,Y,,,,,,
Norkodah,Hancock,N1,M,Hancock,N1_1,1,none,A5,1,2.03,0,6.81,8.84,Y,,,,,,NO PLANT
Norkodah,Hancock,N1,M,Hancock,N1_3,1,none,B6,1,2.43,3.37,6.39,12.19,Y,,,,,,NO PLANT
Norkodah,Hancock,N1,M,Hancock,N1_2,1,none,B8,1,1.94,2,5.49,9.43,Y,,,,,,
Norkodah,Sterile,N1,M,Sterile,N1_4,1,none,A10,1,1.08,0,4.16,5.24,Y,,,,,,NO PLANT
Norkodah,Sterile,N1,M,Sterile,N1_5,1,none,A2,1,1.12,24.38,5.01,30.51,Y,,,,,,
Norkodah,Sterile,N2,M,Sterile,N2_2,1,none,B12,1,1.24,18.24,,19.48,Y,,,,,,
Norkodah,Sterile,N2,M,Sterile,N2_1,1,none,,1,NA,NA,NA,NA,,,,,,,
Norkodah,Winterfell,N2,M,Winterfell,N2_4,1,none,A7,1,1.22,12.07,10.08,23.37,Y,,,,,,NO TUBER
Norkodah,Winterfell,N2,M,Winterfell,N2_5,1,none,B11,1,1.6,9.92,8.02,19.54,Y,,,,,,
Norkodah,Winterfell,N2,M,Winterfell,N2_6,1,none,B9,1,1,4.53,7.55,13.08,Y,,,,,,
Norkodah,Winterfell,N2,M,Winterfell,N2_3,1,none,C1,1,1.05,2.77,5.57,9.39,Y,,,,,,
Papa Cacho,Hancock,PC1,C,Hancock,PC1_5,1,none,D6,1,9.39,45.11,17.95,72.45,Y,,,,,,
Papa Cacho,Hancock,PC1,C,Hancock,PC1_2,1,none,E1,1,15.68,21.53,21.99,59.2,Y,,,,,,
Papa Cacho,Hancock,PC1,C,Hancock,PC1_1,1,none,E9,1,15.11,0,20.45,35.56,Y,,,,,,
Papa Cacho,Hancock,PC1,C,Hancock,PC1_6,1,none,,1,7.78,19.1,,26.88,,,,,,,
Papa Cacho,Sterile,PC1,C,Sterile,PC1_3,1,none,E4,1,8.77,42.39,12.06,63.22,Y,,,,,,
Papa Cacho,Sterile,PC1,C,Sterile,PC1_4,1,none,E8,1,6.46,53.19,10.9,70.55,Y,,,,,,
Papa Cacho,Sterile,PC2,C,Sterile,PC2_2,1,none,,1,4.44,0,,4.44,,,,,,,
Papa Cacho,Sterile,PC2,C,Sterile,PC2_6,1,none,,1,5.41,,,5.41,,,,,,,
Papa Cacho,Winterfell,PC2,C,Winterfell,PC2_3,1,none,D3,1,5.14,42.42,17.68,65.24,Y,,,,,,
Papa Cacho,Winterfell,PC2,C,Winterfell,PC2_1,1,none,D4,1,,0,17.65,17.65,Y,,,,,,
Papa Cacho,Winterfell,PC2,C,Winterfell,PC2_5,1,none,D5,1,,64.23,17.71,81.94,Y,,,,,,
Papa Cacho,Winterfell,PC2,C,Winterfell,PC2_4,1,none,D7,1,3.8,41.42,15.62,60.84,Y,,,,,,
Snowden,Hancock,S1,M,Hancock,S1_4,1,none,C3,1,5.79,51.47,8.54,65.8,Y,,,,,,
Snowden,Hancock,S1,M,Hancock,S1_6,1,none,C6,1,1.35,68.22,8.93,78.5,Y,,,,,,NO TUBER
Snowden,Hancock,S1,M,Hancock,S1_3,1,none,C7,1,2.92,84.18,10.74,97.84,Y,,,,,,
Snowden,Hancock,S1,M,Hancock,S1_5,1,none,C8,1,1.5,78.99,12.65,93.14,Y,,,,,,NO TUBER
Snowden,Sterile,S1,M,Sterile,S1_1,1,none,C4,1,,61.22,11.75,72.97,Y,,,,,,NO PLANT
Snowden,Sterile,S2,M,Sterile,S2_4,1,none,C5,1,1.91,68.28,11.06,81.25,Y,,,,,,
Snowden,Sterile,S1,M,Sterile,S1_2,1,none,,1,3.13,,,3.13,,,,,,,NO TUBER
Snowden,Sterile,S2,M,Sterile,S2_2,1,none,,1,2.9,,,2.9,,,,,,,
Snowden,Winterfell,S2,M,Winterfell,S2_3,1,none,C12,1,2.32,61.93,12.07,76.32,Y,,,,,,NO TUBER
Snowden,Winterfell,S2,M,Winterfell,S2_6,1,none,C2,1,,46.57,12.94,59.51,Y,,,,,,NO PLANT
Snowden,Winterfell,S2,M,Winterfell,S2_1,1,none,C9,1,,57.54,7.33,64.87,Y,,,,,,NO TUBER
Snowden,Winterfell,S2,M,Winterfell,S2_5,1,none,,1,3.2,85.45,11.1,99.75,,,,,,,NO PLANT
Wac 5,Hancock,W1,A,Hancock,W1_2,1,none,?,1,,5.53,12.08,17.61,,,,,,,
Wac 5,Hancock,W1,A,Hancock,W1_4,1,none,?,1,,4.43,12.15,16.58,,,,,,,
Wac 5,Hancock,W1,A,Hancock,W1_6,1,none,?,1,,42.38,,42.38,,,,,,,
Wac 5,Hancock,W1,A,Hancock,W1_3,1,none,,1,4.85,,,4.85,,,,,,,
Wac 5,Sterile,W1,A,Sterile,W1_1,1,none,,1,7.75,,,7.75,,,,,,,
Wac 5,Sterile,W1,A,Sterile,W1_5,1,none,,1,,,,0,,,,,,,
Wac 5,Sterile,W2,A,Sterile,W2_1,1,none,,1,,,,0,,,,,,,
Wac 5,Sterile,W2,A,Sterile,W2_4,1,none,,1,,,,0,,,,,,,
Wac 5,Winterfell,W2,A,Winterfell,W2_2,1,none,A11,1,7.55,21.47,11.88,40.9,Y,,,,,,
Wac 5,Winterfell,W2,A,Winterfell,W2_3,1,none,A12,1,11.46,13.69,12.18,37.33,Y,,,,,,
Wac 5,Winterfell,W2,A,Winterfell,W2_6,1,none,A3,1,2.92;3.18,1.78,13.13,14.91,Y,,,,,,
Wac 5,Winterfell,W2,A,Winterfell,W2_5,1,none,A4,1,2.92;9.46,27.75,12.91,40.66,Y,,,,,,
Wac 663,Hancock,WA1,A,Hancock,WA1_4,1,none,B10,1,,4.43,,4.43,Y,,,,,,
Wac 663,Hancock,WA1,A,Hancock,WA1_2,1,none,B5,1,1.05,3.07,10.92,15.04,Y,,,,,,
Wac 663,Hancock,WA1,A,Hancock,WA1_6,1,none,D9,1,1.8,14.78,15.1,31.68,Y,,,,,,
Wac 663,Hancock,WA1,A,Hancock,WA1_3,1,none,,1,,,,0,,,,,,,
Wac 663,Sterile,WA1,A,Sterile,WA1_1,1,none,,1,,,,0,,,,,,,
Wac 663,Sterile,WA1,A,Sterile,WA1_5,1,none,,1,,,,0,,,,,,,
Wac 663,Sterile,WA2,A,Sterile,WA2_1,1,none,,1,,,,0,,,,,,,
Wac 663,Sterile,WA2,A,Sterile,WA2_3,1,none,,1,,,,0,,,,,,,
Wac 663,Winterfell,WA2,A,Winterfell,WA2_4,1,none,D1,1,1.18,,10.06,11.24,Y,,,,,,
Wac 663,Winterfell,WA2,A,Winterfell,WA2_6,1,none,D10,1,3.09,,11.98,15.07,Y,,,,,,
Wac 663,Winterfell,WA2,A,Winterfell,WA2_2,1,none,D2,1,4.9,2.69,14.55,22.14,Y,,,,,,
Wac 663,Winterfell,WA2,A,Winterfell,WA2_5,1,none,,1,,,17.97,17.97,,,,,,,
Burbank,Hancock,B1,M,B1_1,B1_1,2,N,A1,1,0.48,57.47,2.98,60.93,,,,,,,
Burbank,Hancock,B1,M,B1_1,B1_4,2,N,A4,1,0.66,29.18,4.09,33.93,,,,,,,
Burbank,Hancock,B1,M,B1_1,B1_7,2,N,A7,1,0.22,36.63,1.17,38.02,,,,,,,
Burbank,Hancock,B1,M,B1_1,B1_9,2,N,A9,1,0.18,52.8,2.18,55.16,,,,,,,
Burbank,Hancock,B1,M,B1_6,B1_2,2,P,A2,1,0.44,55.72,1.67,57.83,,,,,,,
Burbank,Hancock,B1,M,B1_6,B1_5,2,P,A5,1,0.66,70.95,2.7,74.31,,,,,,,
Burbank,Hancock,B1,M,B1_6,B1_6,2,P,A6,1,0.33,60.47,2.94,63.74,,,,,,,
Burbank,Hancock,B1,M,B1_6,B1_8,2,P,A8,1,0.3,46.88,2.3,49.48,,,,,,,
Burbank,Winterfell,B2,M,B2_3,B2_3,2,N,B3,2,,72.55,2.46,75.01,,,,,,,
Burbank,Winterfell,B2,M,B2_3,B2_6,2,N,B6,2,0.27,55.56,2.59,58.42,,,,,,,
Burbank,Winterfell,B2,M,B2_3,B2_7,2,N,B7,2,0.14,74.05,2.31,76.5,,,,,,,
Burbank,Winterfell,B2,M,B2_3,B2_1,2,N,C1,2,0.2,61.05,3.6,64.85,,,,,,,
Burbank,Winterfell,B2,M,B2_6,B2_10,2,P,B10,2,,64.55,2.85,67.4,,,,,,,
Burbank,Winterfell,B2,M,B2_6,B2_5,2,P,B5,2,,83.7,3.43,87.13,,,,,,,NO PLANT
Burbank,Winterfell,B2,M,B2_6,B2_8,2,P,B8,2,,64.81,2.31,67.12,,,,,,,
Burbank,Winterfell,B2,M,B2_6,B2_2,2,P,C2,2,0.09,82.22,4.02,86.33,,,,,,,NO PLANT
Burbank,Sterile,B1,M,none,B1_10,2,S,A10,1,0.24,45.04,4.06,49.34,,,,,,,
Burbank,Sterile,B1,M,none,B1_3,2,S,A3,1,0.28,34.11,3.74,38.13,,,,,,,
Burbank,Sterile,B2,M,none,B2_4,2,S,B4,2,,67.1,2.77,69.87,,,,,,,
Burbank,Sterile,B2,M,none,B2_9,2,S,B9,2,,37.49,2.64,40.13,,,,,,,
Cor.C 95,Hancock,CC1,C,CC1_1,CC1_4,2,P,A4,1,2.62,31.6,4.68,38.9,,,,,,,
Cor.C 95,Hancock,CC1,C,CC1_1,CC1_5,2,P,A5,1,3.01,26.75,4.57,34.33,,,,,,,
Cor.C 95,Hancock,CC1,C,CC1_1,CC1_8,2,P,A8,1,2.5,30.3,4.42,37.22,,,,,,,
Cor.C 95,Hancock,CC1,C,CC1_1,CC1_9,2,P,A9,1,3.42,32.28,4.22,39.92,,,,,,,
Cor.C 95,Hancock,CC1,C,CC1_4,CC1_1,2,N,A1,1,4.79,16.69,5.76,27.24,,,,,,,
Cor.C 95,Hancock,CC1,C,CC1_4,CC1_2,2,N,A2,1,2.29,9.3,5.93,17.52,,,,,,,
Cor.C 95,Hancock,CC1,C,CC1_4,CC1_3,2,N,A3,1,5.11,7.66,7.4,20.17,,,,,,,
Cor.C 95,Hancock,CC1,C,CC1_4,CC1_6,2,N,A6,1,3.38,9.39,3.61,16.38,,,,,,,
Cor.C 95,Winterfell,CC2,C,CC2_3,CC2_1,2,N,B1,2,0,44.15,2.77,46.92,,,,,,,
Cor.C 95,Winterfell,CC2,C,CC2_3,CC2_3,2,N,C3,2,1.03,55.37,4.19,60.59,,,,,,,
Cor.C 95,Winterfell,CC2,C,CC2_3,CC2_7,2,N,C7,2,2.94,64.84,2.91,NA,,,,,,,
Cor.C 95,Winterfell,CC2,C,CC2_3,CC2_9,2,N,C9,2,3.87,67.28,4.79,75.94,,,,,,,
Cor.C 95,Winterfell,CC2,C,CC2_4,CC2_2,2,P,B2,2,0.93,66.13,3.45,70.51,,,,,,,
Cor.C 95,Winterfell,CC2,C,CC2_4,CC2_10,2,P,C10,2,1.06,67.89,3.76,72.71,,,,,,,
Cor.C 95,Winterfell,CC2,C,CC2_4,CC2_4,2,P,C4,2,1.1,57.79,3.6,62.49,,,,,,,
Cor.C 95,Winterfell,CC2,C,CC2_4,CC2_8,2,P,C8,2,1.44,61.02,3.76,66.22,,,,,,,
Cor.C 95,Sterile,CC1,C,none,CC1_10,2,S,A10,1,5.11,61.16,5.16,71.43,,,,,,,
Cor.C 95,Sterile,CC1,C,none,CC1_7,2,S,A7,1,3.05,37.4,3.52,43.97,,,,,,,
Cor.C 95,Sterile,CC2,C,none,CC2_6,2,S,C6,2,1.13,52.38,4.03,57.54,,,,,,,
Cor.C 95,Sterile,CC2,C,none,CC2_5,2,S,NA,NA,NA,NA,NA,NA,,,,,,,
G.Chili,Hancock,GC1,C,GC1_3,GC1_3,2,P,H3,1,0.62,63.6,2.87,67.09,,,,,,,
G.Chili,Hancock,GC1,C,GC1_3,GC1_4,2,P,H4,1,0.7,49.69,2.91,53.3,,,,,,,
G.Chili,Hancock,GC1,C,GC1_3,GC1_7,2,P,H7,1,0.8,62.65,2.09,65.54,,,,,,,
G.Chili,Hancock,GC1,C,GC1_3,GC1_9,2,P,H9,1,0.9,46.81,1.74,49.45,,,,,,,
G.Chili,Hancock,GC1,C,GC1_4,GC1_1,2,N,H1,1,1.02,49.7,2.8,53.52,,,,,,,
G.Chili,Hancock,GC1,C,GC1_4,GC1_2,2,N,H2,1,0.6,50.32,3.38,54.3,,,,,,,
G.Chili,Hancock,GC1,C,GC1_4,GC1_6,2,N,H6,1,1.19,65.3,3.22,69.71,,,,,,,
G.Chili,Hancock,GC1,C,GC1_4,GC1_8,2,N,H8,1,0.96,59.24,3.29,63.49,,,,,,,
G.Chili,Winterfell,GC2,C,GC2_1,GC2_2,2,P,G2,1,0.28,46.71,1.93,48.92,,,,,,,
G.Chili,Winterfell,GC2,C,GC2_1,GC2_6,2,P,G6,1,0.35,43.5,2.55,46.4,,,,,,,
G.Chili,Winterfell,GC2,C,GC2_1,GC2_7,2,P,G7,1,0.61,59.86,4.21,64.68,,,,,,,
G.Chili,Winterfell,GC2,C,GC2_1,GC2_9,2,P,G9,1,0.97,45.47,5.29,51.73,,,,,,,
G.Chili,Winterfell,GC2,C,GC2_2,GC2_1,2,N,G1,1,0.69,55.71,2.45,58.85,,,,,,,
G.Chili,Winterfell,GC2,C,GC2_2,GC2_4,2,N,G4,1,0.63,69.22,2.83,72.68,,,,,,,
G.Chili,Winterfell,GC2,C,GC2_2,GC2_5,2,N,G5,1,0.64,72.29,3.76,76.69,,,,,,,
G.Chili,Winterfell,GC2,C,GC2_2,GC2_8,2,N,G8,1,0.87,51.48,4.59,56.94,,,,,,,
G.Chili,Sterile,GC2,C,none,GC2_10,2,S,G10,1,0.33,57.75,3.1,61.18,,,,,,,
G.Chili,Sterile,GC2,C,none,GC2_3,2,S,G3,1,0.58,61.9,3.64,66.12,,,,,,,
G.Chili,Sterile,GC1,C,none,GC1_10,2,S,H10,1,0.44,46.68,1.59,48.71,,,,,,,
G.Chili,Sterile,GC1,C,none,GC1_5,2,S,H5,1,0.68,56.83,2.41,59.92,,,,,,,
Huagalina,Hancock,H1,A,H1_5,H1_1,2,P,B1,1,2.75,0.82,3.78,7.35,,,,,,,
Huagalina,Hancock,H1,A,H1_5,H1_6,2,P,B6,1,4.27,1.33,4.73,10.33,,,,,,,
Huagalina,Hancock,H1,A,H1_5,H1_7,2,P,B7,1,3.18,0,5.29,8.47,,,,,,,
Huagalina,Hancock,H1,A,H1_5,H1_9,2,P,B9,1,1.03,0,4.22,5.25,,,,,,,
Huagalina,Hancock,H1,A,H1_6,H1_10,2,N,B10,1,1.36,3.51,3.41,8.28,,,,,,,
Huagalina,Hancock,H1,A,H1_6,H1_3,2,N,B3,1,NA,NA,NA,0,,,,,,,
Huagalina,Hancock,H1,A,H1_6,H1_4,2,N,B4,1,2.22,0.09,5.09,7.4,,,,,,,
Huagalina,Hancock,H1,A,H1_6,H1_8,2,N,B8,1,2.86,0,4.87,7.73,,,,,,,
Huagalina,Winterfell,H2,A,H2_3,H2_1,2,P,C1,1,1.97,1.9,2.79,6.66,,,,,,,
Huagalina,Winterfell,H2,A,H2_3,H2_10,2,P,C10,1,3.55,7.96,7.49,19,,,,,,,
Huagalina,Winterfell,H2,A,H2_3,H2_6,2,P,C6,1,1.06,1.35,5.61,8.02,,,,,,,
Huagalina,Winterfell,H2,A,H2_3,H2_8,2,P,C8,1,1.7,4.02,3.33,9.05,,,,,,,
Huagalina,Winterfell,H2,A,H2_4,H2_2,2,N,C2,1,3.44,5.09,7.03,15.56,,,,,,,
Huagalina,Winterfell,H2,A,H2_4,H2_4,2,N,C4,1,3.24,3.42,6.5,13.16,,,,,,,
Huagalina,Winterfell,H2,A,H2_4,H2_5,2,N,C5,1,2.5,8.33,6.36,17.19,,,,,,,
Huagalina,Winterfell,H2,A,H2_4,H2_7,2,N,C7,1,2.5,1.78,3.27,7.55,,,,,,,
Huagalina,Sterile,H1,A,none,H1_2,2,S,B2,1,NA,0,3.81,3.81,,,,,,,
Huagalina,Sterile,H1,A,none,H1_5,2,S,B5,1,1.82,1.97,3.6,7.39,,,,,,,
Huagalina,Sterile,H2,A,none,H2_3,2,S,C3,1,1.02,1.39,3.43,5.84,,,,,,,
Huagalina,Sterile,H2,A,none,H2_9,2,S,C9,1,NA,6.77,6.01,12.78,,,,,,,
Norkodah,Sterile,N1,M,none,R1_4,2,S,A4,3,0.2,40.42,,40.62,,,,,,,
Norkodah,Sterile,N1,M,none,R1_5,2,S,A5,3,0.14,41.36,1.54,43.04,,,,,,,
Norkodah,Sterile,N2,M,none,R2_5,2,S,E5,1,0.57,47.39,3.74,51.7,,,,,,,
Norkodah,Sterile,N2,M,none,R2_8,2,S,E8,1,0.16,52.05,1.83,54.04,,,,,,,
Norkodah,Hancock,N1,M,R1_4,R1_1,2,N,A1,3,0.1,40.88,,40.98,,,,,,,
Norkodah,Hancock,N1,M,R1_4,R1_10,2,N,A10,3,0.04,37.06,,37.1,,,,,,,
Norkodah,Hancock,N1,M,R1_4,R1_2,2,N,A2,3,,44.14,,44.14,,,,,,,
Norkodah,Hancock,N1,M,R1_4,R1_3,2,N,A3,3,0.06,32.53,,32.59,,,,,,,
Norkodah,Hancock,N1,M,R1_6,R1_6,2,P,A6,3,0.12,38.02,1.18,39.32,,,,,,,NO PLANT
Norkodah,Hancock,N1,M,R1_6,R1_7,2,P,A7,3,0.03,44.88,,44.91,,,,,,,
Norkodah,Hancock,N1,M,R1_6,R1_8,2,P,A8,3,0.06,41.83,2.74,44.63,,,,,,,NO PLANT
Norkodah,Hancock,N1,M,R1_6,R1_9,2,P,A9,3,0.07,53.95,,54.02,,,,,,,NO PLANT
Norkodah,Winterfell,N2,M,R2_3,R2_10,2,N,E10,1,0.22,48.75,2.39,51.36,,,,,,,
Norkodah,Winterfell,N2,M,R2_3,R2_2,2,N,E2,1,0.09,43.12,2.1,45.31,,,,,,,
Norkodah,Winterfell,N2,M,R2_3,R2_6,2,N,E6,1,0.13,64.59,1.88,66.6,,,,,,,
Norkodah,Winterfell,N2,M,R2_3,R2_9,2,N,E9,1,NA,64.11,2.22,66.33,,,,,,,
Norkodah,Winterfell,N2,M,R2_4,R2_1,2,P,E1,1,0.1,55.84,2.51,58.45,,,,,,,
Norkodah,Winterfell,N2,M,R2_4,R2_3,2,P,E3,1,0.37,78.55,3.09,82.01,,,,,,,
Norkodah,Winterfell,N2,M,R2_4,R2_4,2,P,E4,1,0.35,47.66,2.47,50.48,,,,,,,NO PLANT
Norkodah,Winterfell,N2,M,R2_4,R2_7,2,P,E7,1,0.1,42.41,1.67,44.18,,,,,,,
Papa Cacho,Sterile,PC1,C,none,PC1_2,2,S,B2,3,0.55,31.07,2.69,34.31,,,,,,,
Papa Cacho,Sterile,PC1,C,none,PC1_6,2,S,B6,3,1.05,0,12.53,13.58,,,,,,,
Papa Cacho,Sterile,PC2,C,none,PC2_7,2,S,D7,2,4.94,0,11.49,16.43,,,,,,,
Papa Cacho,Sterile,PC2,C,none,PC2_8,2,S,D8,2,1.23,56.87,3.21,61.31,,,,,,,
Papa Cacho,Hancock,PC1,C,PC1_1,PC1_1,2,N,B1,3,0.54,53.27,2.79,56.6,,,,,,,
Papa Cacho,Hancock,PC1,C,PC1_1,PC1_10,2,N,B10,3,1.33,23.13,9.09,33.55,,,,,,,
Papa Cacho,Hancock,PC1,C,PC1_1,PC1_3,2,N,B3,3,0.38,64.07,2.59,67.04,,,,,,,
Papa Cacho,Hancock,PC1,C,PC1_1,PC1_9,2,N,B9,3,0.61,46.2,2.88,49.69,,,,,,,
Papa Cacho,Hancock,PC1,C,PC1_5,PC1_4,2,P,B4,3,1.22,59.02,5.16,65.4,,,,,,,
Papa Cacho,Hancock,PC1,C,PC1_5,PC1_5,2,P,B5,3,0.28,60.35,,60.63,,,,,,,
Papa Cacho,Hancock,PC1,C,PC1_5,PC1_7,2,P,B7,3,1,39.3,4.29,44.59,,,,,,,
Papa Cacho,Hancock,PC1,C,PC1_5,PC1_8,2,P,B8,3,0.73,45.39,,46.12,,,,,,,
Papa Cacho,Winterfell,PC2,C,PC2_1,PC2_1,2,N,D1,2,2.26,1.91,15.7,19.87,,,,,,,
Papa Cacho,Winterfell,PC2,C,PC2_1,PC2_10,2,N,D10,2,1.5,33.97,4.29,39.76,,,,,,,
Papa Cacho,Winterfell,PC2,C,PC2_1,PC2_3,2,N,D3,2,0.7,38.31,4.2,43.21,,,,,,,
Papa Cacho,Winterfell,PC2,C,PC2_1,PC2_9,2,N,D9,2,1.35,,14.18,15.53,,,,,,,
Papa Cacho,Winterfell,PC2,C,PC2_5,PC2_4,2,P,D4,2,1.48,35.9,5.02,42.4,,,,,,,
Papa Cacho,Winterfell,PC2,C,PC2_5,PC2_5,2,P,D5,2,3.2,0.61,11.34,15.15,,,,,,,
Papa Cacho,Winterfell,PC2,C,PC2_5,PC2_6,2,P,D6,2,1.04,51.43,3.23,55.7,,,,,,,
Papa Cacho,Winterfell,PC2,C,PC2_5,PC2_2,2,P,,,1.14,52.1,5.01,58.25,,,,,,,
Snowden,Sterile,S2,M,none,S2_4,2,S,F4,1,0.31,33.08,1.7,35.09,,,,,,,
Snowden,Sterile,S2,M,none,S2_6,2,S,F6,1,0.39,23.39,2.95,26.73,,,,,,,
Snowden,Sterile,S1,M,none,S1_1,2,S,G1,2,0.23,47.77,1.44,49.44,,,,,,,
Snowden,Sterile,S1,M,none,S1_5,2,S,G5,2,0.42,61.05,2.83,64.3,,,,,,,
Snowden,Hancock,S1,M,S1_3,S1_3,2,P,G3,2,0.7,42.16,1.99,44.85,,,,,,,
Snowden,Hancock,S1,M,S1_3,S1_4,2,P,G4,2,0.48,56.09,2.22,58.79,,,,,,,
