"","Genotype","Soil_type.x","Block","Clade.x","Soil_inoculation","Sample_ID","Iteration","rep","Selection.x","Plate.Positon","Plate","Belowground","Tuber_Mass","Aboveground","Total","DNA.Extract","Plate_DNA","Slot_DNA","DNA_conc","i5_adaptor_16S","i7_adaptor_16S","Notes","Clade.y","Soil_type.y","Selection.y","avg","n","se","Response"
"429","G.Chili","Sterile","GC1","C","Sterile","GC1_1",4,"","S","C1",1,"0.08",43.95,1.07,45.1,"",NA,NA,NA,NA,NA,"","C","Sterile","S",35.68,3,4.6397090426017,8.27
"430","G.Chili","Sterile","GC1","C","Sterile","GC1_2",4,"","S","C2",1,"0.09",35.19,1.02,36.3,"",NA,NA,NA,NA,NA,"","C","Sterile","S",35.68,3,4.6397090426017,-0.490000000000002
"431","G.Chili","Sterile","GC2","C","Sterile","GC2_3",4,"","S","A3",1,"0.03",27.9,1.23,29.16,"",NA,NA,NA,NA,NA,"","C","Sterile","S",35.68,3,4.6397090426017,-7.78
"432","G.Chili","Winterfell","GC2","C","GC2_4","GC2_1",4,"","N","A1",1,"0.17",35.63,2.61,38.41,"",NA,NA,NA,NA,NA,"","C","Sterile","S",35.68,3,4.6397090426017,-0.0499999999999972
"433","G.Chili","Winterfell","GC2","C","GC2_4","GC2_2",4,"","N","A2",1,"0.11",20.02,1.49,21.62,"",NA,NA,NA,NA,NA,"","C","Sterile","S",35.68,3,4.6397090426017,-15.66
"434","G.Chili","Winterfell","GC2","C","GC2_4","GC2_5",4,"","N","A5",1,"0.1",24.87,1.3,26.27,"",NA,NA,NA,NA,NA,"","C","Sterile","S",35.68,3,4.6397090426017,-10.81
"435","G.Chili","Winterfell","GC2","C","GC2_4","GC2_8",4,"","N","A8",1,"0.18",46.72,2.85,49.75,"",NA,NA,NA,NA,NA,"","C","Sterile","S",35.68,3,4.6397090426017,11.04
"436","G.Chili","Winterfell","GC2","C","GC2_8","GC2_4",4,"","P","A4",1,"0.05",35.99,1.63,37.67,"",NA,NA,NA,NA,NA,"","C","Sterile","S",35.68,3,4.6397090426017,0.310000000000002
"437","G.Chili","Winterfell","GC2","C","GC2_8","GC2_6",4,"","P","A6",1,"0.23",34.89,1.77,36.89,"",NA,NA,NA,NA,NA,"","C","Sterile","S",35.68,3,4.6397090426017,-0.789999999999999
"438","G.Chili","Winterfell","GC2","C","GC2_8","GC2_7",4,"","P","A7",1,"0.1",52.07,1.18,53.35,"",NA,NA,NA,NA,NA,"","C","Sterile","S",35.68,3,4.6397090426017,16.39
"439","G.Chili","Winterfell","GC2","C","GC2_8","GC2_9",4,"","P","A9",1,"0.08",43.38,0.6,44.06,"",NA,NA,NA,NA,NA,"","C","Sterile","S",35.68,3,4.6397090426017,7.7
"440","Huagalina","Hancock","H1","A","H1_5","H1_1",4,"","N","G1",1,"0.64",0,3.04,3.68,"",NA,NA,NA,NA,NA,"","A","Sterile","S",13.41,4,3.08573330020597,-13.41
"441","Huagalina","Hancock","H1","A","H1_5","H1_2",4,"","N","G2",1,"0.82",16.95,2.58,20.35,"",NA,NA,NA,NA,NA,"","A","Sterile","S",13.41,4,3.08573330020597,3.54
"442","Huagalina","Hancock","H1","A","H1_5","H1_3",4,"","N","G3",1,"1.01",0,2.69,3.7,"",NA,NA,NA,NA,NA,"","A","Sterile","S",13.41,4,3.08573330020597,-13.41
"443","Huagalina","Hancock","H1","A","H1_5","H1_7",4,"","N","G7",1,"0.38",0,2.45,2.83,"",NA,NA,NA,NA,NA,"","A","Sterile","S",13.41,4,3.08573330020597,-13.41
"444","Huagalina","Hancock","H1","A","H1_10","H1_5",4,"","P","G5",1,"1.93",0,3.71,5.64,"",NA,NA,NA,NA,NA,"","A","Sterile","S",13.41,4,3.08573330020597,-13.41
"445","Huagalina","Hancock","H1","A","H1_10","H1_6",4,"","P","G6",1,"0.87",0,1.8,2.67,"",NA,NA,NA,NA,NA,"","A","Sterile","S",13.41,4,3.08573330020597,-13.41
"446","Huagalina","Hancock","H1","A","H1_10","H1_9",4,"","P","G9",1,"0.82",0,2.45,3.27,"",NA,NA,NA,NA,NA,"","A","Sterile","S",13.41,4,3.08573330020597,-13.41
"447","Huagalina","Hancock","H1","A","H1_10","H1_10",4,"","P","G10",1,"0.6",0,3.2,3.8,"",NA,NA,NA,NA,NA,"","A","Sterile","S",13.41,4,3.08573330020597,-13.41
"448","Huagalina","Sterile","H1","A","Sterile","H1_4",4,"","S","G4",1,"0.79",4.52,2.27,7.58,"",NA,NA,NA,NA,NA,"","A","Sterile","S",13.41,4,3.08573330020597,-8.89
"449","Huagalina","Sterile","H1","A","Sterile","H1_8",4,"","S","G8",1,"0.56",13.94,2.89,17.39,"",NA,NA,NA,NA,NA,"","A","Sterile","S",13.41,4,3.08573330020597,0.529999999999999
"450","Huagalina","Sterile","H2","A","Sterile","H2_6",4,"","S","H6",1,"0.72",17.55,2.77,21.04,"",NA,NA,NA,NA,NA,"","A","Sterile","S",13.41,4,3.08573330020597,4.14
"451","Huagalina","Sterile","H2","A","Sterile","H2_9",4,"","S","H9",1,"0.42",17.63,3.06,21.11,"",NA,NA,NA,NA,NA,"","A","Sterile","S",13.41,4,3.08573330020597,4.22
"452","Huagalina","Winterfell","H2","A","H2_7","H2_2",4,"","N","H2",1,"0.6",1.11,8.1,9.81,"",NA,NA,NA,NA,NA,"","A","Sterile","S",13.41,4,3.08573330020597,-12.3
"453","Huagalina","Winterfell","H2","A","H2_7","H2_5",4,"","N","H5",1,"",14.6,0.59,15.19,"",NA,NA,NA,NA,NA,"","A","Sterile","S",13.41,4,3.08573330020597,1.19
"454","Huagalina","Winterfell","H2","A","H2_7","H2_7",4,"","N","H7",1,"0.44",4.61,3.67,8.72,"",NA,NA,NA,NA,NA,"","A","Sterile","S",13.41,4,3.08573330020597,-8.8
"455","Huagalina","Winterfell","H2","A","H2_7","H2_8",4,"","N","H8",1,"0.78",13.94,5.86,20.58,"",NA,NA,NA,NA,NA,"","A","Sterile","S",13.41,4,3.08573330020597,0.529999999999999
"456","Huagalina","Winterfell","H2","A","H2_9","H2_1",4,"","P","H1",1,"1.72",11.85,6.72,20.29,"",NA,NA,NA,NA,NA,"","A","Sterile","S",13.41,4,3.08573330020597,-1.56
"457","Huagalina","Winterfell","H2","A","H2_9","H2_3",4,"","P","H3",1,"0.85",0,7.15,8,"",NA,NA,NA,NA,NA,"","A","Sterile","S",13.41,4,3.08573330020597,-13.41
"458","Huagalina","Winterfell","H2","A","H2_9","H2_4",4,"","P","H4",1,"0.53",0,5.17,5.7,"",NA,NA,NA,NA,NA,"","A","Sterile","S",13.41,4,3.08573330020597,-13.41
"459","Huagalina","Winterfell","H2","A","H2_9","H2_10",4,"","P","H10",1,"0.42",0.51,6.45,7.38,"",NA,NA,NA,NA,NA,"","A","Sterile","S",13.41,4,3.08573330020597,-12.9
"460","Ranger","Hancock","R1","M","R1_7","R1_1",4,"","N","E1",1,"0.04",26.18,1.4,27.62,"",NA,NA,NA,NA,NA,"","M","Sterile","S",29.9125,4,2.26377404275839,-3.7325
"461","Ranger","Hancock","R1","M","R1_7","R1_4",4,"","N","E4",1,"0.07",24.74,1.78,26.59,"",NA,NA,NA,NA,NA,"","M","Sterile","S",29.9125,4,2.26377404275839,-5.1725
"462","Ranger","Hancock","R1","M","R1_7","R1_6",4,"","N","E6",1,"0.06",33.58,2.64,36.28,"",NA,NA,NA,NA,NA,"","M","Sterile","S",29.9125,4,2.26377404275839,3.6675
"463","Ranger","Hancock","R1","M","R1_7","R1_8",4,"","N","E8",1,"0.03",34.48,0.91,35.42,"",NA,NA,NA,NA,NA,"","M","Sterile","S",29.9125,4,2.26377404275839,4.5675
"464","Ranger","Hancock","R1","M","R1_10","R1_5",4,"","P","E5",1,"0.06",31.89,3.42,35.37,"",NA,NA,NA,NA,NA,"","M","Sterile","S",29.9125,4,2.26377404275839,1.9775
"465","Ranger","Hancock","R1","M","R1_10","R1_7",4,"","P","E7",1,"0.13",35.6,1.77,37.5,"",NA,NA,NA,NA,NA,"","M","Sterile","S",29.9125,4,2.26377404275839,5.6875
"466","Ranger","Hancock","R1","M","R1_10","R1_9",4,"","P","E9",1,"0.04",34.78,1.62,36.44,"",NA,NA,NA,NA,NA,"","M","Sterile","S",29.9125,4,2.26377404275839,4.8675
"467","Ranger","Hancock","R1","M","R1_10","R1_10",4,"","P","E10",1,"0.13",44.99,1.99,47.11,"",NA,NA,NA,NA,NA,"","M","Sterile","S",29.9125,4,2.26377404275839,15.0775
"468","Ranger","Sterile","R1","M","Sterile","R1_2",4,"","S","E2",1,"0.05",34.61,2.2,36.86,"",NA,NA,NA,NA,NA,"","M","Sterile","S",29.9125,4,2.26377404275839,4.6975
"469","Ranger","Sterile","R1","M","Sterile","R1_3",4,"","S","E3",1,"0.14",31.35,1.09,32.58,"",NA,NA,NA,NA,NA,"","M","Sterile","S",29.9125,4,2.26377404275839,1.4375
"470","Wac 5","Hancock","W1","A","W1_8","W1_1",4,"","N","d1",1,"1.79",13.05,4.03,18.87,"",NA,NA,NA,NA,NA,"","A","Sterile","S",1.52,2,1.35,11.53
"471","Wac 5","Hancock","W1","A","W1_8","W1_3",4,"","N","d3",1,"1.31",24.05,4.11,29.47,"",NA,NA,NA,NA,NA,"","A","Sterile","S",1.52,2,1.35,22.53
"472","Wac 5","Hancock","W1","A","W1_8","W1_4",4,"","N","d4",1,"0.61",7.35,3.75,11.71,"",NA,NA,NA,NA,NA,"","A","Sterile","S",1.52,2,1.35,5.83
"473","Wac 5","Hancock","W1","A","W1_8","W1_6",4,"","N","d6",1,"0.38",15.2,2.63,18.21,"",NA,NA,NA,NA,NA,"","A","Sterile","S",1.52,2,1.35,13.68
"474","Wac 5","Hancock","W1","A","W1_5","W1_5",4,"","P","d5",1,"0.92",30.21,3.1,34.23,"",NA,NA,NA,NA,NA,"","A","Sterile","S",1.52,2,1.35,28.69
"475","Wac 5","Hancock","W1","A","W1_5","W1_7",4,"","P","d7",1,"0.44",28.83,2.51,31.78,"",NA,NA,NA,NA,NA,"","A","Sterile","S",1.52,2,1.35,27.31
"476","Wac 5","Hancock","W1","A","W1_5","W1_8",4,"","P","d8",1,"0.73",35.66,4.85,41.24,"",NA,NA,NA,NA,NA,"","A","Sterile","S",1.52,2,1.35,34.14
"477","Wac 5","Hancock","W1","A","W1_5","W1_10",4,"","P","d10",1,"1.22",14.68,2.64,18.54,"",NA,NA,NA,NA,NA,"","A","Sterile","S",1.52,2,1.35,13.16
"478","Wac 5","Sterile","W1","A","Sterile","W1_2",4,"","S","d2",1,"0.69",2.87,1.76,5.32,"",NA,NA,NA,NA,NA,"","A","Sterile","S",1.52,2,1.35,1.35
"479","Wac 663","Hancock","WA1","A","WA1_6","WA1_2",4,"","N","B2",1,"0.21",10.67,4.75,15.63,"",NA,NA,NA,NA,NA,"","A","Sterile","S",3.89,4,1.3399813431537,6.78
"480","Wac 663","Hancock","WA1","A","WA1_6","WA1_7",4,"","N","B7",1,"0.27",6.46,3.99,10.72,"",NA,NA,NA,NA,NA,"","A","Sterile","S",3.89,4,1.3399813431537,2.57
"481","Wac 663","Hancock","WA1","A","WA1_6","WA1_8",4,"","N","B8",1,"0.12",1.48,2.44,4.04,"",NA,NA,NA,NA,NA,"","A","Sterile","S",3.89,4,1.3399813431537,-2.41
"482","Wac 663","Hancock","WA1","A","WA1_6","WA1_10",4,"","N","B10",1,"0.15",0,3.24,3.39,"",NA,NA,NA,NA,NA,"","A","Sterile","S",3.89,4,1.3399813431537,-3.89
"483","Wac 663","Hancock","WA1","A","WA1_2","WA1_1",4,"","P","B1",1,"0.24",9.71,5.15,15.1,"",NA,NA,NA,NA,NA,"","A","Sterile","S",3.89,4,1.3399813431537,5.82
"484","Wac 663","Hancock","WA1","A","WA1_2","WA1_4",4,"","P","B4",1,"0.15",3.49,4.07,7.71,"",NA,NA,NA,NA,NA,"","A","Sterile","S",3.89,4,1.3399813431537,-0.399999999999999
"485","Wac 663","Hancock","WA1","A","WA1_2","WA1_6",4,"","P","B6",1,"0.36",16.23,5.1,21.69,"",NA,NA,NA,NA,NA,"","A","Sterile","S",3.89,4,1.3399813431537,12.34
"486","Wac 663","Hancock","WA1","A","WA1_2","WA1_9",4,"","P","B9",1,"0.12",1.68,2.82,4.62,"",NA,NA,NA,NA,NA,"","A","Sterile","S",3.89,4,1.3399813431537,-2.21
"487","Wac 663","Sterile","WA1","A","Sterile","WA1_3",4,"","S","B3",1,"0.28",4.77,5.09,10.14,"",NA,NA,NA,NA,NA,"","A","Sterile","S",3.89,4,1.3399813431537,0.88
"488","Wac 663","Sterile","WA1","A","Sterile","WA1_5",4,"","S","B5",1,"0.17",0,1.15,1.32,"",NA,NA,NA,NA,NA,"","A","Sterile","S",3.89,4,1.3399813431537,-3.89
"489","Burbank","Hancock","B1","M","B1_7","B1_4",4,"B1_N","N","G4",2,"0.47",22.11,2.94,25.52,"",NA,NA,NA,NA,NA,"","M","Sterile","S",24.815,4,6.68314983122978,-2.705
"490","Burbank","Hancock","B1","M","B1_7","B1_7",4,"B1_N","N","G7",2,"0.28",3.4,1.79,5.47,"",NA,NA,NA,NA,NA,"","M","Sterile","S",24.815,4,6.68314983122978,-21.415
"491","Burbank","Hancock","B1","M","B1_7","B1_8",4,"B1_N","N","G8",2,"0.27",11.03,1.66,12.96,"",NA,NA,NA,NA,NA,"","M","Sterile","S",24.815,4,6.68314983122978,-13.785
"492","Burbank","Hancock","B1","M","B1_7","B1_10",4,"B1_N","N","G10",2,"0.39",9.62,1.71,11.72,"",NA,NA,NA,NA,NA,"","M","Sterile","S",24.815,4,6.68314983122978,-15.195
"493","Burbank","Hancock","B1","M","B1_6","B1_2",4,"","P","G2",2,"0.3",33.08,1.54,34.92,"",NA,NA,NA,NA,NA,"","M","Sterile","S",24.815,4,6.68314983122978,8.265
"494","Burbank","Hancock","B1","M","B1_6","B1_5",4,"","P","G5",2,"0.3",18.89,1.86,21.05,"",NA,NA,NA,NA,NA,"","M","Sterile","S",24.815,4,6.68314983122978,-5.925
"495","Burbank","Hancock","B1","M","B1_6","B1_6",4,"","P","G6",2,"0.31",5.57,1.6,7.48,"",NA,NA,NA,NA,NA,"","M","Sterile","S",24.815,4,6.68314983122978,-19.245
"496","Burbank","Hancock","B1","M","B1_6","B1_9",4,"","P","G9",2,"0.51",0,2.59,3.1,"",NA,NA,NA,NA,NA,"","M","Sterile","S",24.815,4,6.68314983122978,-24.815
"497","Burbank","Sterile","B1","M","Sterile","B1_1",4,"","S","G1",2,"0.59",37.34,1.8,39.73,"",NA,NA,NA,NA,NA,"","M","Sterile","S",24.815,4,6.68314983122978,12.525
"498","Burbank","Sterile","B1","M","Sterile","B1_3",4,"","S","G3",2,"0.31",35.12,1.18,36.61,"",NA,NA,NA,NA,NA,"","M","Sterile","S",24.815,4,6.68314983122978,10.305
"499","Burbank","Sterile","B2","M","Sterile","B2_7",4,"","S","D7",2,"0.37",15.88,2.68,18.93,"",NA,NA,NA,NA,NA,"","M","Sterile","S",24.815,4,6.68314983122978,-8.935
"500","Burbank","Sterile","B2","M","Sterile","B2_8",4,"","S","D8",2,"0.27",10.92,1.57,12.76,"",NA,NA,NA,NA,NA,"","M","Sterile","S",24.815,4,6.68314983122978,-13.895
"501","Burbank","Winterfell","B2","M","B2_5","B2_3",4,"","N","D3",2,"0.45",27.11,1.34,28.9,"",NA,NA,NA,NA,NA,"","M","Sterile","S",24.815,4,6.68314983122978,2.295
"502","Burbank","Winterfell","B2","M","B2_5","B2_4",4,"","N","D4",2,"0.55",18.53,2.85,21.93,"",NA,NA,NA,NA,NA,"","M","Sterile","S",24.815,4,6.68314983122978,-6.285
"503","Burbank","Winterfell","B2","M","B2_5","B2_6",4,"","N","D6",2,"0.56",38.57,3.29,42.42,"",NA,NA,NA,NA,NA,"","M","Sterile","S",24.815,4,6.68314983122978,13.755
"504","Burbank","Winterfell","B2","M","B2_5","B2_9",4,"","N","D9",2,"0.65",35.7,2.21,38.56,"",NA,NA,NA,NA,NA,"","M","Sterile","S",24.815,4,6.68314983122978,10.885
"505","Burbank","Winterfell","B2","M","B2_6","B2_1",4,"","P","D1",2,"1.6",33.49,2.64,37.73,"",NA,NA,NA,NA,NA,"","M","Sterile","S",24.815,4,6.68314983122978,8.675
"506","Burbank","Winterfell","B2","M","B2_6","B2_2",4,"","P","D2",2,"0.54",20.69,2.48,23.71,"",NA,NA,NA,NA,NA,"","M","Sterile","S",24.815,4,6.68314983122978,-4.125
"507","Burbank","Winterfell","B2","M","B2_6","B2_5",4,"","P","D5",2,"0.83",39.03,3.29,43.15,"",NA,NA,NA,NA,NA,"","M","Sterile","S",24.815,4,6.68314983122978,14.215
"508","Burbank","Winterfell","B2","M","B2_6","B2_10",4,"","P","D10",2,"0.45",30.91,2.98,34.34,"",NA,NA,NA,NA,NA,"","M","Sterile","S",24.815,4,6.68314983122978,6.095
"509","Cor.C 95","Sterile","CC2","C","Sterile","CC2_9",4,"","S","F9",2,"0.72",0,7.03,7.75,"",NA,NA,NA,NA,NA,"","C","Sterile","S",14.9725,4,8.78211760245405,-14.9725
"510","Cor.C 95","Sterile","CC2","C","Sterile","CC2_10",4,"","S","F10",2,"0.73",0,6.62,7.35,"",NA,NA,NA,NA,NA,"","C","Sterile","S",14.9725,4,8.78211760245405,-14.9725
"511","Cor.C 95","Winterfell","CC2","C","CC2_5","CC2_3",4,"","N","F3",2,"0.19",17.07,1.28,18.54,"",NA,NA,NA,NA,NA,"","C","Sterile","S",14.9725,4,8.78211760245405,2.0975
"512","Cor.C 95","Winterfell","CC2","C","CC2_5","CC2_4",4,"","N","F4",2,"0.22",8.19,1.58,9.99,"",NA,NA,NA,NA,NA,"","C","Sterile","S",14.9725,4,8.78211760245405,-6.7825
"513","Cor.C 95","Winterfell","CC2","C","CC2_5","CC2_6",4,"","N","F6",2,"0.37",8.7,1.83,10.9,"",NA,NA,NA,NA,NA,"","C","Sterile","S",14.9725,4,8.78211760245405,-6.2725
"514","Cor.C 95","Winterfell","CC2","C","CC2_5","CC2_7",4,"","N","F7",2,"0.23",16.27,2.56,19.06,"",NA,NA,NA,NA,NA,"","C","Sterile","S",14.9725,4,8.78211760245405,1.2975
"515","Cor.C 95","Winterfell","CC2","C","CC2_2","CC2_1",4,"","P","F1",2,"0.3",0,2.02,2.32,"",NA,NA,NA,NA,NA,"","C","Sterile","S",14.9725,4,8.78211760245405,-14.9725
"516","Cor.C 95","Winterfell","CC2","C","CC2_2","CC2_2",4,"","P","F2",2,"0.42",19.11,1.75,21.28,"",NA,NA,NA,NA,NA,"","C","Sterile","S",14.9725,4,8.78211760245405,4.1375
"517","Cor.C 95","Winterfell","CC2","C","CC2_2","CC2_5",4,"","P","F5",2,"0.32",14.2,1.69,16.21,"",NA,NA,NA,NA,NA,"","C","Sterile","S",14.9725,4,8.78211760245405,-0.772500000000001
"518","Cor.C 95","Winterfell","CC2","C","CC2_2","CC2_8",4,"","P","F8",2,"0.22",8.61,1.83,10.66,"",NA,NA,NA,NA,NA,"","C","Sterile","S",14.9725,4,8.78211760245405,-6.3625
"519","Papa Cacho","Hancock","PC1","C","PC1_6","PC1_2",4,"","N","A2",2,"0.17",33.32,1.63,35.12,"",NA,NA,NA,NA,NA,"","C","Sterile","S",25.55,3,4.01661964011199,7.77
"520","Papa Cacho","Hancock","PC1","C","PC1_6","PC1_4",4,"","N","A4",2,"0.04",36.37,2.23,38.64,"",NA,NA,NA,NA,NA,"","C","Sterile","S",25.55,3,4.01661964011199,10.82
"521","Papa Cacho","Hancock","PC1","C","PC1_6","PC1_5",4,"","N","A5",2,"0.03",27.61,1.48,29.12,"",NA,NA,NA,NA,NA,"","C","Sterile","S",25.55,3,4.01661964011199,2.06
"522","Papa Cacho","Hancock","PC1","C","PC1_6","PC1_9",4,"","N","A9",2,"0.13",44.09,1.02,45.24,"",NA,NA,NA,NA,NA,"","C","Sterile","S",25.55,3,4.01661964011199,18.54
"523","Papa Cacho","Hancock","PC1","C","PC1_8","PC1_3",4,"","P","A3",2,"0.15",28.77,1.97,30.89,"",NA,NA,NA,NA,NA,"","C","Sterile","S",25.55,3,4.01661964011199,3.22
"524","Papa Cacho","Hancock","PC1","C","PC1_8","PC1_6",4,"","P","A6",2,"0.18",29.85,2.24,32.27,"",NA,NA,NA,NA,NA,"","C","Sterile","S",25.55,3,4.01661964011199,4.3
"525","Papa Cacho","Hancock","PC1","C","PC1_8","PC1_7",4,"","P","A7",2,"0.08",34.84,2.92,37.84,"",NA,NA,NA,NA,NA,"","C","Sterile","S",25.55,3,4.01661964011199,9.29
"526","Papa Cacho","Hancock","PC1","C","PC1_8","PC1_8",4,"","P","A8",2,"0.04",26.89,2.55,29.48,"",NA,NA,NA,NA,NA,"","C","Sterile","S",25.55,3,4.01661964011199,1.34
"527","Papa Cacho","Sterile","PC1","C","Sterile","PC1_1",4,"","S","A1",2,"0.04",31.02,3.06,34.12,"",NA,NA,NA,NA,NA,"","C","Sterile","S",25.55,3,4.01661964011199,5.47
"528","Papa Cacho","Sterile","PC1","C","Sterile","PC1_10",4,"","S","A10",2,"0.11",27.91,1.28,29.3,"",NA,NA,NA,NA,NA,"","C","Sterile","S",25.55,3,4.01661964011199,2.36
"529","Ranger","Sterile","R2","M","Sterile","R2_2",4,"","S","C2",2,"0.07",23.8,0.71,24.58,"",NA,NA,NA,NA,NA,"","M","Sterile","S",29.9125,4,2.26377404275839,-6.1125
"530","Ranger","Sterile","R2","M","Sterile","R2_5",4,"","S","C5",2,"0.04",29.89,0.61,30.54,"",NA,NA,NA,NA,NA,"","M","Sterile","S",29.9125,4,2.26377404275839,-0.0225000000000009
"531","Ranger","Winterfell","R2","M","R2_10","R2_1",4,"","N","C1",2,"0.06",36.18,1.01,37.25,"",NA,NA,NA,NA,NA,"","M","Sterile","S",29.9125,4,2.26377404275839,6.2675
"532","Ranger","Winterfell","R2","M","R2_10","R2_3",4,"","N","C3",2,"0.03",32.09,1.75,33.87,"",NA,NA,NA,NA,NA,"","M","Sterile","S",29.9125,4,2.26377404275839,2.1775
"533","Ranger","Winterfell","R2","M","R2_10","R2_9",4,"","N","C9",2,"0.04",22.91,1.72,24.67,"",NA,NA,NA,NA,NA,"","M","Sterile","S",29.9125,4,2.26377404275839,-7.0025
"534","Ranger","Winterfell","R2","M","R2_10","R2_10",4,"","N","C10",2,"0.03",20.35,1.78,22.16,"",NA,NA,NA,NA,NA,"","M","Sterile","S",29.9125,4,2.26377404275839,-9.5625
"535","Ranger","Winterfell","R2","M","R2_2","R2_4",4,"","P","C4",2,"",0,0,0,"",NA,NA,NA,NA,NA,"","M","Sterile","S",29.9125,4,2.26377404275839,-29.9125
"536","Ranger","Winterfell","R2","M","R2_2","R2_6",4,"","P","C6",2,"0.15",26.91,1.54,28.6,"",NA,NA,NA,NA,NA,"","M","Sterile","S",29.9125,4,2.26377404275839,-3.0025
"537","Ranger","Winterfell","R2","M","R2_2","R2_7",4,"","P","C7",2,"0.09",23.22,0.97,24.28,"",NA,NA,NA,NA,NA,"","M","Sterile","S",29.9125,4,2.26377404275839,-6.6925
"538","Ranger","Winterfell","R2","M","R2_2","R2_8",4,"","P","C8",2,"0.03",25.78,1.8,27.61,"",NA,NA,NA,NA,NA,"","M","Sterile","S",29.9125,4,2.26377404275839,-4.1325
"539","Wac 5","Sterile","W2","A","Sterile","W2_4",4,"","S","E4",2,"0.75",0.17,2.85,3.77,"",NA,NA,NA,NA,NA,"","A","Sterile","S",1.52,2,1.35,-1.35
"540","Wac 5","Winterfell","W2","A","W2_10","W2_1",4,"","N","E1",2,"0.54",1.48,4.2,6.22,"",NA,NA,NA,NA,NA,"","A","Sterile","S",1.52,2,1.35,-0.04
"541","Wac 5","Winterfell","W2","A","W2_10","W2_2",4,"","N","E2",2,"1.01",1.81,4.57,7.39,"",NA,NA,NA,NA,NA,"","A","Sterile","S",1.52,2,1.35,0.29
"542","Wac 5","Winterfell","W2","A","W2_10","W2_6",4,"","N","E6",2,"1.17",1.59,2.34,5.1,"",NA,NA,NA,NA,NA,"","A","Sterile","S",1.52,2,1.35,0.0700000000000001
"543","Wac 5","Winterfell","W2","A","W2_10","W2_9",4,"","N","E9",2,"1",13.9,4.43,19.33,"",NA,NA,NA,NA,NA,"","A","Sterile","S",1.52,2,1.35,12.38
"544","Wac 5","Winterfell","W2","A","W2_7","W2_3",4,"","P","E3",2,"0.58",0,2.06,2.64,"",NA,NA,NA,NA,NA,"","A","Sterile","S",1.52,2,1.35,-1.52
"545","Wac 5","Winterfell","W2","A","W2_7","W2_8",4,"","P","E8",2,"0.63",0,2.26,2.89,"",NA,NA,NA,NA,NA,"","A","Sterile","S",1.52,2,1.35,-1.52
"546","Wac 5","Winterfell","W2","A","W2_7","W2_10",4,"","P","E10",2,"0.64",0.23,2.75,3.62,"",NA,NA,NA,NA,NA,"","A","Sterile","S",1.52,2,1.35,-1.29
"547","Wac 663","Sterile","WA2","A","Sterile","WA2_5",4,"","S","B5",2,"0.14",4.65,3.02,7.81,"",NA,NA,NA,NA,NA,"","A","Sterile","S",3.89,4,1.3399813431537,0.760000000000001
"548","Wac 663","Sterile","WA2","A","Sterile","WA2_9",4,"","S","B9",2,"0.2",6.14,3.53,9.87,"",NA,NA,NA,NA,NA,"","A","Sterile","S",3.89,4,1.3399813431537,2.25
"549","Wac 663","Winterfell","WA2","A","WA2_3","WA2_4",4,"","N","B4",2,"0.42",9.53,3.42,13.37,"",NA,NA,NA,NA,NA,"","A","Sterile","S",3.89,4,1.3399813431537,5.64
"550","Wac 663","Winterfell","WA2","A","WA2_3","WA2_6",4,"","N","B6",2,"0.17",2.87,2.97,6.01,"",NA,NA,NA,NA,NA,"","A","Sterile","S",3.89,4,1.3399813431537,-1.02
"551","Wac 663","Winterfell","WA2","A","WA2_3","WA2_7",4,"","N","B7",2,"0.18",12.37,2.83,15.38,"",NA,NA,NA,NA,NA,"","A","Sterile","S",3.89,4,1.3399813431537,8.48
"552","Wac 663","Winterfell","WA2","A","WA2_3","WA2_8",4,"","N","B8",2,"0.04",0,2.58,2.62,"",NA,NA,NA,NA,NA,"","A","Sterile","S",3.89,4,1.3399813431537,-3.89
"553","Wac 663","Winterfell","WA2","A","WA2_8","WA2_1",4,"","P","B1",2,"0.15",10.28,3.87,14.3,"",NA,NA,NA,NA,NA,"","A","Sterile","S",3.89,4,1.3399813431537,6.39
"554","Wac 663","Winterfell","WA2","A","WA2_8","WA2_2",4,"","P","B2",2,"0.23",10.98,2.19,13.4,"",NA,NA,NA,NA,NA,"","A","Sterile","S",3.89,4,1.3399813431537,7.09
"555","Wac 663","Winterfell","WA2","A","WA2_8","WA2_3",4,"","P","B3",2,"0.17",0,2.08,2.25,"",NA,NA,NA,NA,NA,"","A","Sterile","S",3.89,4,1.3399813431537,-3.89
"556","Wac 663","Winterfell","WA2","A","WA2_8","WA2_10",4,"","P","B10",2,"0.21",9.45,3.1,12.76,"",NA,NA,NA,NA,NA,"","A","Sterile","S",3.89,4,1.3399813431537,5.56
"557","Snowden","Hancock","S1","M","S1_10","S1_2",4,"","N","tube",NA,"0.23",36.36,3.22,39.81,"",NA,NA,NA,NA,NA,"","M","Sterile","S",31.63,4,2.64077324534564,4.73
"558","Snowden","Hancock","S1","M","S1_10","S1_4",4,"","N","tube",NA,"0.11",33.74,2.1,35.95,"",NA,NA,NA,NA,NA,"","M","Sterile","S",31.63,4,2.64077324534564,2.11
"559","Snowden","Hancock","S1","M","S1_10","S1_9",4,"","N","tube",NA,"0.19",26.2,2.67,29.06,"",NA,NA,NA,NA,NA,"","M","Sterile","S",31.63,4,2.64077324534564,-5.43
