"","Genotype","Soil_type.x","Block","Clade.x","Soil_inoculation","Sample_ID","Iteration","rep","Selection.x","Plate.Positon","Plate","Belowground","Tuber_Mass","Aboveground","Total","DNA.Extract","Plate_DNA","Slot_DNA","DNA_conc","i5_adaptor_16S","i7_adaptor_16S","Notes","Clade.y","Soil_type.y","Selection.y","avg","n","se","Response"
"688","Papa Cacho","Winterfell","PC2","C","PC2_8","PC2_7",5,"","N","B7",2,"1.51",40.07,5.88,47.46,"",NA,NA,NA,NA,NA,"","C","Sterile","S",38.6075,4,6.51934221502957,1.4625
"689","Papa Cacho","Winterfell","PC2","C","PC2_7","PC2_4",5,"","P","B4",2,"1.31",37.71,6.11,45.13,"",NA,NA,NA,NA,NA,"","C","Sterile","S",38.6075,4,6.51934221502957,-0.897500000000001
"690","Papa Cacho","Winterfell","PC2","C","PC2_7","PC2_6",5,"","P","B6",2,"1.2",37.52,5.96,44.68,"",NA,NA,NA,NA,NA,"","C","Sterile","S",38.6075,4,6.51934221502957,-1.0875
"691","Papa Cacho","Winterfell","PC2","C","PC2_7","PC2_8",5,"","P","B8",2,"1.28",33.69,10.12,45.09,"",NA,NA,NA,NA,NA,"","C","Sterile","S",38.6075,4,6.51934221502957,-4.9175
"692","Papa Cacho","Winterfell","PC2","C","PC2_7","PC2_10",5,"","P","B10",2,"1.62",27.02,9.3,37.94,"",NA,NA,NA,NA,NA,"","C","Sterile","S",38.6075,4,6.51934221502957,-11.5875
"693","Burbank","Hancock","B1","M","B1_7","B1_1",5,"B1_N","N","tube",NA,"0",22.42,3.73,26.15,"",NA,NA,NA,NA,NA,"","M","Sterile","S",51.1225,4,3.65186339421397,-28.7025
"694","Burbank","Hancock","B1","M","B1_7","B1_4",5,"B1_N","N","tube",NA,"0.67",41.57,5.49,47.73,"",NA,NA,NA,NA,NA,"","M","Sterile","S",51.1225,4,3.65186339421397,-9.5525
"695","Burbank","Hancock","B1","M","B1_7","B1_6",5,"B1_N","N","tube",NA,"0.68",47.39,3.55,51.62,"",NA,NA,NA,NA,NA,"","M","Sterile","S",51.1225,4,3.65186339421397,-3.7325
"696","Burbank","Hancock","B1","M","B1_7","B1_9",5,"B1_N","N","tube",NA,"0.78",22.91,5.32,29.01,"",NA,NA,NA,NA,NA,"","M","Sterile","S",51.1225,4,3.65186339421397,-28.2125
"697","Burbank","Hancock","B1","M","B1_2","B1_2",5,"","P","tube",NA,"1.59",51.37,7.13,60.09,"",NA,NA,NA,NA,NA,"","M","Sterile","S",51.1225,4,3.65186339421397,0.247499999999995
"698","Burbank","Hancock","B1","M","B1_2","B1_3",5,"","P","tube",NA,"1.25",35.21,8.47,44.93,"",NA,NA,NA,NA,NA,"","M","Sterile","S",51.1225,4,3.65186339421397,-15.9125
"699","Burbank","Hancock","B1","M","B1_2","B1_7",5,"","P","tube",NA,"0.99",47.25,4.95,53.19,"",NA,NA,NA,NA,NA,"","M","Sterile","S",51.1225,4,3.65186339421397,-3.8725
"700","Burbank","Sterile","B1","M","Sterile","B1_8",5,"","S","tube",NA,"0.6",47.71,5.28,53.59,"",NA,NA,NA,NA,NA,"","M","Sterile","S",51.1225,4,3.65186339421397,-3.4125
"701","Burbank","Sterile","B1","M","Sterile","B1_10",5,"","S","tube",NA,"0.35",42.5,4.6,47.45,"",NA,NA,NA,NA,NA,"","M","Sterile","S",51.1225,4,3.65186339421397,-8.6225
"702","Burbank","Sterile","B2","M","Sterile","B2_2",5,"","S","tube",NA,"",58.04,NA,NA,"",NA,NA,NA,NA,NA,"","M","Sterile","S",51.1225,4,3.65186339421397,6.9175
"703","Burbank","Sterile","B2","M","Sterile","B2_8",5,"","S","tube",NA,"",56.24,NA,NA,"",NA,NA,NA,NA,NA,"","M","Sterile","S",51.1225,4,3.65186339421397,5.1175
"704","Burbank","Winterfell","B2","M","B2_4","B2_1",5,"","N","tube",NA,"0.55",44.37,4.31,49.23,"",NA,NA,NA,NA,NA,"","M","Sterile","S",51.1225,4,3.65186339421397,-6.7525
"705","Burbank","Winterfell","B2","M","B2_4","B2_6",5,"","N","tube",NA,"0.58",52.86,4.85,58.29,"",NA,NA,NA,NA,NA,"","M","Sterile","S",51.1225,4,3.65186339421397,1.7375
"706","Burbank","Winterfell","B2","M","B2_4","B2_7",5,"","N","tube",NA,"",59.79,NA,NA,"",NA,NA,NA,NA,NA,"","M","Sterile","S",51.1225,4,3.65186339421397,8.6675
"707","Burbank","Winterfell","B2","M","B2_4","B2_9",5,"","N","tube",NA,"",62.69,NA,NA,"",NA,NA,NA,NA,NA,"","M","Sterile","S",51.1225,4,3.65186339421397,11.5675
"708","Burbank","Winterfell","B2","M","B2_5","B2_3",5,"","P","tube",NA,"",33.15,NA,NA,"",NA,NA,NA,NA,NA,"","M","Sterile","S",51.1225,4,3.65186339421397,-17.9725
"709","Burbank","Winterfell","B2","M","B2_5","B2_4",5,"","P","tube",NA,"",47.17,NA,NA,"",NA,NA,NA,NA,NA,"","M","Sterile","S",51.1225,4,3.65186339421397,-3.9525
"710","Burbank","Winterfell","B2","M","B2_5","B2_5",5,"","P","tube",NA,"",43.71,NA,NA,"",NA,NA,NA,NA,NA,"","M","Sterile","S",51.1225,4,3.65186339421397,-7.4125
"711","Burbank","Winterfell","B2","M","B2_5","B2_10",5,"","P","tube",NA,"",48.31,NA,NA,"",NA,NA,NA,NA,NA,"","M","Sterile","S",51.1225,4,3.65186339421397,-2.8125
"712","Ranger","Hancock","R1","M","R1_4","R1_4",5,"","N","Tube",NA,"0.71",21.91,6.51,29.13,"",NA,NA,NA,NA,NA,"","M","Sterile","S",36.9475,4,3.31550492635235,-15.0375
"713","Ranger","Hancock","R1","M","R1_10","R1_2",5,"","P","Tube",NA,"0.17",34.65,3.08,37.9,"",NA,NA,NA,NA,NA,"","M","Sterile","S",36.9475,4,3.31550492635235,-2.2975
"714","Ranger","Hancock","R1","M","R1_10","R1_7",5,"","P","Tube",NA,"0.4",38.8,3.3,42.5,"",NA,NA,NA,NA,NA,"","M","Sterile","S",36.9475,4,3.31550492635235,1.8525
"715","Ranger","Sterile","R1","M","Sterile","R1_8",5,"","S","Tube",NA,"0.27",28.33,2.32,30.92,"",NA,NA,NA,NA,NA,"","M","Sterile","S",36.9475,4,3.31550492635235,-8.6175
"716","Ranger","Sterile","R1","M","Sterile","R1_10",5,"","S","Tube",NA,"0.17",35.39,2.97,38.53,"",NA,NA,NA,NA,NA,"","M","Sterile","S",36.9475,4,3.31550492635235,-1.5575
"717","Ranger","Sterile","R2","M","Sterile","R2_2",5,"","S","Tube",NA,"0.44",43.35,3.2,46.99,"",NA,NA,NA,NA,NA,"","M","Sterile","S",36.9475,4,3.31550492635235,6.4025
"718","Ranger","Sterile","R2","M","Sterile","R2_3",5,"","S","Tube",NA,"0.36",40.72,3.93,45.01,"",NA,NA,NA,NA,NA,"","M","Sterile","S",36.9475,4,3.31550492635235,3.7725
"719","Ranger","Winterfell","R2","M","R2_10","R2_5",5,"","N","Tube",NA,"0.44",57.71,3.92,62.07,"",NA,NA,NA,NA,NA,"","M","Sterile","S",36.9475,4,3.31550492635235,20.7625
"720","Ranger","Winterfell","R2","M","R2_10","R2_6",5,"","N","Tube",NA,"0.49",37.93,3.72,42.14,"",NA,NA,NA,NA,NA,"","M","Sterile","S",36.9475,4,3.31550492635235,0.982500000000002
"721","Ranger","Winterfell","R2","M","R2_8","R2_7",5,"","P","Tube",NA,"0.56",35.2,3.84,39.6,"",NA,NA,NA,NA,NA,"","M","Sterile","S",36.9475,4,3.31550492635235,-1.7475
"722","Ranger","Winterfell","R2","M","R2_8","R2_8",5,"","P","Tube",NA,"0.22",29.64,4.01,33.87,"",NA,NA,NA,NA,NA,"","M","Sterile","S",36.9475,4,3.31550492635235,-7.3075
"723","Snowden","Hancock","S1","M","S1_9","S1_5",5,"","N","Tube",NA,"0.9",58.6,6.1,65.6,"",NA,NA,NA,NA,NA,"","M","Sterile","S",45.115,4,7.27156161586583,13.485
"724","Snowden","Hancock","S1","M","S1_9","S1_6",5,"","N","Tube",NA,"0",47.58,5.19,52.77,"",NA,NA,NA,NA,NA,"","M","Sterile","S",45.115,4,7.27156161586583,2.465
"725","Snowden","Hancock","S1","M","S1_9","S1_10",5,"","N","Tube",NA,"1.8",26.81,8.34,36.95,"",NA,NA,NA,NA,NA,"","M","Sterile","S",45.115,4,7.27156161586583,-18.305
"726","Snowden","Hancock","S1","M","S1_6","S1_1",5,"","P","Tube",NA,"1.57",61.91,7.05,70.53,"",NA,NA,NA,NA,NA,"","M","Sterile","S",45.115,4,7.27156161586583,16.795
"727","Snowden","Hancock","S1","M","S1_6","S1_2",5,"","P","Tube",NA,"1.65",60.44,8.12,70.21,"",NA,NA,NA,NA,NA,"","M","Sterile","S",45.115,4,7.27156161586583,15.325
"728","Snowden","Hancock","S1","M","S1_6","S1_8",5,"","P","Tube",NA,"1.22",53.73,6.39,61.34,"",NA,NA,NA,NA,NA,"","M","Sterile","S",45.115,4,7.27156161586583,8.61499999999999
"729","Snowden","Hancock","S1","M","S1_6","S1_9",5,"","P","Tube",NA,"2.2",54.59,9.03,65.82,"",NA,NA,NA,NA,NA,"","M","Sterile","S",45.115,4,7.27156161586583,9.475
"730","Snowden","Sterile","S1","M","Sterile","S1_3",5,"","S","Tube",NA,"1.2",62.37,5.68,69.25,"",NA,NA,NA,NA,NA,"","M","Sterile","S",45.115,4,7.27156161586583,17.255
"731","Snowden","Sterile","S1","M","Sterile","S1_7",5,"","S","Tube",NA,"0.56",49.74,3.22,53.52,"",NA,NA,NA,NA,NA,"","M","Sterile","S",45.115,4,7.27156161586583,4.625
"732","Snowden","Sterile","S2","M","Sterile","S2_9",5,"","S","Tube",NA,"0.47",40.34,3.31,44.12,"",NA,NA,NA,NA,NA,"","M","Sterile","S",45.115,4,7.27156161586583,-4.775
"733","Snowden","Sterile","S2","M","Sterile","S2_10",5,"","S","Tube",NA,"1.03",28.01,3,32.04,"",NA,NA,NA,NA,NA,"","M","Sterile","S",45.115,4,7.27156161586583,-17.105
"734","Snowden","Winterfell","S2","M","S2_10","S2_3",5,"","N","Tube",NA,"0.89",48.35,4.25,53.49,"",NA,NA,NA,NA,NA,"","M","Sterile","S",45.115,4,7.27156161586583,3.235
"735","Snowden","Winterfell","S2","M","S2_10","S2_5",5,"","N","Tube",NA,"1.23",45.31,4.77,51.31,"",NA,NA,NA,NA,NA,"","M","Sterile","S",45.115,4,7.27156161586583,0.195
"736","Snowden","Winterfell","S2","M","S2_10","S2_6",5,"","N","Tube",NA,"0.87",41.19,2.63,44.69,"",NA,NA,NA,NA,NA,"","M","Sterile","S",45.115,4,7.27156161586583,-3.925
"737","Snowden","Winterfell","S2","M","S2_10","S2_8",5,"","N","Tube",NA,"0.88",43.64,4.33,48.85,"",NA,NA,NA,NA,NA,"","M","Sterile","S",45.115,4,7.27156161586583,-1.475
"738","Snowden","Winterfell","S2","M","S2_7","S2_1",5,"","P","Tube",NA,"1.65",13.92,2.88,18.45,"",NA,NA,NA,NA,NA,"","M","Sterile","S",45.115,4,7.27156161586583,-31.195
"739","Snowden","Winterfell","S2","M","S2_7","S2_2",5,"","P","Tube",NA,"1.07",36.6,1.6,39.27,"",NA,NA,NA,NA,NA,"","M","Sterile","S",45.115,4,7.27156161586583,-8.515
"740","Snowden","Winterfell","S2","M","S2_7","S2_4",5,"","P","Tube",NA,"0.9",40.74,3.35,44.99,"",NA,NA,NA,NA,NA,"","M","Sterile","S",45.115,4,7.27156161586583,-4.375
"741","Snowden","Winterfell","S2","M","S2_7","S2_7",5,"","P","Tube",NA,"2.08",34.38,4.09,40.55,"",NA,NA,NA,NA,NA,"","M","Sterile","S",45.115,4,7.27156161586583,-10.735
