"Row.names","Genotype","Soil_type.x","Block","Clade","Soil_inoculation","Sample_ID","Iteration","Selection.x","Plate.Positon","Plate","Belowground","Tuber_Mass","Aboveground","Total","DNA.Extract","Plate_DNA","Slot_DNA","DNA_conc","i5_adaptor_16S","i7_adaptor_16S","Notes","combo_line","Soil_type.y","Selection.y","avg","n","se","Response","Type_Response","Chao1","se.chao1","Shannon","InvSimpson"
"S2_1_2","Snowden","Winterfell","S2","M","S2_5","S2_1","2","P","F1",1,"0.85",34.88,2.11,37.84,"",NA,NA,NA,NA,NA,"","Snowden_Sterile_S","Sterile","S",41.3225,4,8.267697558,-6.4425,"Negative",20,0,1.29444115924085,2.46275188015037
"S2_10_4","Snowden","Winterfell","S2","M","S2_4","S2_10","4","N","tube",NA,"0.06",18.87,2.5,21.43,"",NA,NA,NA,NA,NA,"","Snowden_Sterile_S","Sterile","S",31.63,4,2.640773245,-12.76,"Negative",15,0,1.27128480527799,2.63888716877768
"S2_2_2","Snowden","Winterfell","S2","M","S2_1","S2_2","2","N","F2",1,"1.22",29.37,1.42,32.01,"",NA,NA,NA,NA,NA,"","Snowden_Sterile_S","Sterile","S",41.3225,4,8.267697558,-11.9525,"Negative",19,0,1.42620891606203,2.68781678976562
"S2_2_5","Snowden","Winterfell","S2","M","S2_7","S2_2","5","P","Tube",NA,"1.07",36.6,1.6,39.27,"",NA,NA,NA,NA,NA,"","Snowden_Sterile_S","Sterile","S",45.115,4,7.271561616,-8.515,"Negative",18,0,1.40614540067234,3.18184289780622
"S2_3_5","Snowden","Winterfell","S2","M","S2_10","S2_3","5","N","Tube",NA,"0.89",48.35,4.25,53.49,"",NA,NA,NA,NA,NA,"","Snowden_Sterile_S","Sterile","S",45.115,4,7.271561616,3.235,"Positive",18,0,1.56326467276365,3.72446269761734
"S2_4_5","Snowden","Winterfell","S2","M","S2_7","S2_4","5","P","Tube",NA,"0.9",40.74,3.35,44.99,"",NA,NA,NA,NA,NA,"","Snowden_Sterile_S","Sterile","S",45.115,4,7.271561616,-4.375,"Negative",17,0,1.32821088979914,2.72802005705144
"S2_5_5","Snowden","Winterfell","S2","M","S2_10","S2_5","5","N","Tube",NA,"1.23",45.31,4.77,51.31,"",NA,NA,NA,NA,NA,"","Snowden_Sterile_S","Sterile","S",45.115,4,7.271561616,0.195,"Positive",18,0,1.55345950725906,3.55067926626584
"S2_6_5","Snowden","Winterfell","S2","M","S2_10","S2_6","5","N","Tube",NA,"0.87",41.19,2.63,44.69,"",NA,NA,NA,NA,NA,"","Snowden_Sterile_S","Sterile","S",45.115,4,7.271561616,-3.925,"Negative",19,0,1.69717040570028,4.0679586153446
"S2_7_3","Snowden","Winterfell","S2","M","S2_1","S2_7","3","P","E7",2,"2.96",33.2,7.4,43.56,"",NA,NA,NA,NA,NA,"","Snowden_Sterile_S","Sterile","S",33.28,2,3.66,-0.08,"Negative",16,0,1.25052397193114,2.37843204797567
"S2_7_5","Snowden","Winterfell","S2","M","S2_7","S2_7","5","P","Tube",NA,"2.08",34.38,4.09,40.55,"",NA,NA,NA,NA,NA,"","Snowden_Sterile_S","Sterile","S",45.115,4,7.271561616,-10.735,"Negative",17,0,1.4084240744709,3.0392813255792
"S2_8_3","Snowden","Winterfell","S2","M","S2_2","S2_8","3","N","E8",2,"2.08",10.98,4.72,17.78,"",NA,NA,NA,NA,NA,"","Snowden_Sterile_S","Sterile","S",33.28,2,3.66,-22.3,"Negative",17,0,1.25379115208476,2.41900677414544
"S2_8_5","Snowden","Winterfell","S2","M","S2_10","S2_8","5","N","Tube",NA,"0.88",43.64,4.33,48.85,"",NA,NA,NA,NA,NA,"","Snowden_Sterile_S","Sterile","S",45.115,4,7.271561616,-1.475,"Negative",17,0,1.58917519236085,3.76847745455949
"S2_9_3","Snowden","Winterfell","S2","M","S2_2","S2_9","3","N","E9",2,"1.92",18.87,4.57,25.36,"",NA,NA,NA,NA,NA,"","Snowden_Sterile_S","Sterile","S",33.28,2,3.66,-14.41,"Negative",12,0,1.26126714295755,2.65178211075399
"W1_1_3","Wac 5","Hancock","W1","A","W1_8","W1_1","3","N","H1",2,"0.82",18.1,3.4,22.32,"",NA,NA,NA,NA,NA,"","Wac 5_Sterile_S","Sterile","S",11.66,2,5.52,6.44,"Positive",19,0,1.40941847605505,2.65439452591154
"W1_10_3","Wac 5","Hancock","W1","A","W1_5","W1_10","3","P","H10",2,"1.42",9.27,3.89,14.58,"",NA,NA,NA,NA,NA,"","Wac 5_Sterile_S","Sterile","S",11.66,2,5.52,-2.39,"Negative",14,0,1.2723017402028,2.2342282630475
"W1_2_3","Wac 5","Hancock","W1","A","W1_5","W1_2","3","P","H2",2,"0.92",27.87,3.3,32.09,"",NA,NA,NA,NA,NA,"NO PLANT","Wac 5_Sterile_S","Sterile","S",11.66,2,5.52,16.21,"Positive",15,0,1.33352026250948,2.59054594547301
"W1_2_5","Wac 5","Hancock","W1","A","W1_8","W1_2","5","P","A2",1,"0.5",36.17,4.99,41.66,"",NA,NA,NA,NA,NA,"","Wac 5_Sterile_S","Sterile","S",30.36,2,0.42,5.81,"Positive",8,0,1.36326955009244,3.45152616380665
"W1_3_5","Wac 5","Hancock","W1","A","W1_8","W1_3","5","P","A3",1,"0.25",27.92,3.03,31.2,"",NA,NA,NA,NA,NA,"","Wac 5_Sterile_S","Sterile","S",30.36,2,0.42,-2.44,"Negative",14,0,1.48113794657292,3.53011285676781
"W1_4_4","Wac 5","Hancock","W1","A","W1_8","W1_4","4","N","d4",1,"0.61",7.35,3.75,11.71,"",NA,NA,NA,NA,NA,"","Wac 5_Sterile_S","Sterile","S",1.52,2,1.35,5.83,"Positive",14,0,1.47414169140639,3.47083128253877
"W1_5_2","Wac 5","Hancock","W1","A","W1_4","W1_5","2","P","D5",1,"1.41",12.69,4.71,18.81,"",NA,NA,NA,NA,NA,"","Wac 5_Sterile_S","Sterile","S",29.145,4,9.076069726,-16.455,"Negative",16,0,1.38569948759323,2.93232016679801
"W1_5_3","Wac 5","Hancock","W1","A","W1_8","W1_5","3","N","H5",2,"2.68",11.88,3.14,17.7,"",NA,NA,NA,NA,NA,"NO TUBER","Wac 5_Sterile_S","Sterile","S",11.66,2,5.52,0.22,"Positive",15,0,1.38683212844466,2.39963977557848
"W1_6_5","Wac 5","Hancock","W1","A","W1_4","W1_6","5","N","A6",1,"0.82",24.65,4.36,29.83,"",NA,NA,NA,NA,NA,"","Wac 5_Sterile_S","Sterile","S",30.36,2,0.42,-5.71,"Negative",12,0,1.34297363249489,3.35562673248326
"W1_8_2","Wac 5","Hancock","W1","A","W1_2","W1_8","2","N","D8",1,"1.68",1.01,5.24,7.93,"",NA,NA,NA,NA,NA,"","Wac 5_Sterile_S","Sterile","S",29.145,4,9.076069726,-28.135,"Negative",17,0,1.5610920917838,3.22505257116342
"W1_8_3","Wac 5","Hancock","W1","A","W1_8","W1_8","3","N","H8",2,"0.56",21.93,4.02,26.51,"",NA,NA,NA,NA,NA,"NO TUBER","Wac 5_Sterile_S","Sterile","S",11.66,2,5.52,10.27,"Positive",14,0,1.30356242466337,2.50426136745518
"W1_8_4","Wac 5","Hancock","W1","A","W1_5","W1_8","4","P","d8",1,"0.73",35.66,4.85,41.24,"",NA,NA,NA,NA,NA,"","Wac 5_Sterile_S","Sterile","S",1.52,2,1.35,34.14,"Positive",17,0,1.62120870532566,3.80268510630149
"W1_8_5","Wac 5","Hancock","W1","A","W1_8","W1_8","5","P","A8",1,"0.25",11.39,1.97,13.61,"",NA,NA,NA,NA,NA,"","Wac 5_Sterile_S","Sterile","S",30.36,2,0.42,-18.97,"Negative",7,0,1.30131525169976,2.97143680417267
"W1_9_3","Wac 5","Hancock","W1","A","W1_8","W1_9","3","N","H9",2,"1.73",7.11,7.43,16.27,"",NA,NA,NA,NA,NA,"NO TUBER","Wac 5_Sterile_S","Sterile","S",11.66,2,5.52,-4.55,"Negative",14,0,1.21702908440715,2.20654677268422
"W2_1_3","Wac 5","Winterfell","W2","A","W2_7","W2_1","3","P","A1",2,"1.37",5.78,2.59,9.74,"",NA,NA,NA,NA,NA,"","Wac 5_Sterile_S","Sterile","S",11.66,2,5.52,-5.88,"Negative",19,0,1.81508496430906,4.81599554985994
"W2_1_4","Wac 5","Winterfell","W2","A","W2_10","W2_1","4","N","E1",2,"0.54",1.48,4.2,6.22,"",NA,NA,NA,NA,NA,"","Wac 5_Sterile_S","Sterile","S",1.52,2,1.35,-0.04,"Negative",12,0,1.43488170213972,3.15961246584414
"W2_10_2","Wac 5","Winterfell","W2","A","W2_6","W2_10","2","N","E10",1,"2.25",35.68,2.81,40.74,"",NA,NA,NA,NA,NA,"","Wac 5_Sterile_S","Sterile","S",29.145,4,9.076069726,6.535,"Positive",13,0,1.11016109055512,2.03062132318029
"W2_10_3","Wac 5","Winterfell","W2","A","W2_10","W2_10","3","N","A10",2,"0.38",3.01,2.24,5.63,"",NA,NA,NA,NA,NA,"NO TUBER","Wac 5_Sterile_S","Sterile","S",11.66,2,5.52,-8.65,"Negative",15,0,1.52640939610061,3.14910314768805
"W2_10_4","Wac 5","Winterfell","W2","A","W2_7","W2_10","4","P","E10",2,"0.64",0.23,2.75,3.62,"",NA,NA,NA,NA,NA,"","Wac 5_Sterile_S","Sterile","S",1.52,2,1.35,-1.29,"Negative",15,0,1.54134626863768,3.66056073987459
"W2_3_3","Wac 5","Winterfell","W2","A","W2_10","W2_3","3","N","A3",2,"0.95",0.37,5.1,6.42,"",NA,NA,NA,NA,NA,"NO TUBER","Wac 5_Sterile_S","Sterile","S",11.66,2,5.52,-11.29,"Negative",13,0,1.5364506442714,3.86571139234767
"W2_7_2","Wac 5","Winterfell","W2","A","W2_5","W2_7","2","P","E7",1,"1.05",36.7,2.45,40.2,"",NA,NA,NA,NA,NA,"","Wac 5_Sterile_S","Sterile","S",29.145,4,9.076069726,7.555,"Positive",14,0,1.42558950420738,2.68571457560919
"W2_7_3","Wac 5","Winterfell","W2","A","W2_7","W2_7","3","P","A7",2,"0.07",1.61,1.26,2.94,"",NA,NA,NA,NA,NA,"","Wac 5_Sterile_S","Sterile","S",11.66,2,5.52,-10.05,"Negative",18,0,1.60114658682195,3.87813138804106
"W2_9_3","Wac 5","Winterfell","W2","A","W2_7","W2_9","3","P","A9",2,"0.36",4.93,1.64,6.93,"",NA,NA,NA,NA,NA,"","Wac 5_Sterile_S","Sterile","S",11.66,2,5.52,-6.73,"Negative",14,0,1.41358836189773,3.13423994035482
"WA1_1_2","Wac 663","Hancock","WA1","A","WA1_2","WA1_1","2","N","H1",2,"0.75",24.31,3.04,28.1,"",NA,NA,NA,NA,NA,"","Wac 663_Sterile_S","Sterile","S",19.12,4,2.464829271,5.19,"Positive",11,0,1.29562434181145,2.68392718637037
"WA1_10_2","Wac 663","Hancock","WA1","A","WA1_6","WA1_10","2","P","H10",2,"1.54",30.48,2.96,34.98,"",NA,NA,NA,NA,NA,"","Wac 663_Sterile_S","Sterile","S",19.12,4,2.464829271,11.36,"Positive",15,0,1.60195978964681,3.29311779228148
"WA1_10_4","Wac 663","Hancock","WA1","A","WA1_6","WA1_10","4","N","B10",1,"0.15",0,3.24,3.39,"",NA,NA,NA,NA,NA,"","Wac 663_Sterile_S","Sterile","S",3.89,4,1.339981343,-3.89,"Negative",20,0,1.50751387012359,3.46665651588699
"WA1_2_3","Wac 663","Hancock","WA1","A","WA1_10","WA1_2","3","P","C2",2,"1.13",9.6,5.39,16.12,"",NA,NA,NA,NA,NA,"NO TUBER/AG?","Wac 663_Sterile_S","Sterile","S",4.125,2,1.655,5.475,"Positive",13,0,1.61310563220513,4.11631485676574
"WA1_2_5","Wac 663","Hancock","WA1","A","WA1_10","WA1_2","5","N","H2",1,"0.62",17.37,4.32,22.31,"",NA,NA,NA,NA,NA,"","Wac 663_Sterile_S","Sterile","S",6.21,4,0.909789353,11.16,"Positive",16,0,1.52874977582561,3.85364873047154
"WA1_3_3","Wac 663","Hancock","WA1","A","WA1_1","WA1_3","3","N","C3",2,"0.69",6.36,3.63,10.68,"",NA,NA,NA,NA,NA,"NO TUBER","Wac 663_Sterile_S","Sterile","S",4.125,2,1.655,2.235,"Positive",18,0,1.59526555488,4.11506397988062
"WA1_3_5","Wac 663","Hancock","WA1","A","WA1_10","WA1_3","5","N","H3",1,"0.27",8.72,3.39,12.38,"",NA,NA,NA,NA,NA,"","Wac 663_Sterile_S","Sterile","S",6.21,4,0.909789353,2.51,"Positive",9,0,1.19175774491583,2.71199060013553
"WA1_6_4","Wac 663","Hancock","WA1","A","WA1_2","WA1_6","4","P","B6",1,"0.36",16.23,5.1,21.69,"",NA,NA,NA,NA,NA,"","Wac 663_Sterile_S","Sterile","S",3.89,4,1.339981343,12.34,"Positive",14,0,1.63333118132183,3.55092679944276
"WA1_8_3","Wac 663","Hancock","WA1","A","WA1_10","WA1_8","3","P","C8",2,"1.15",3.52,5.14,9.81,"",NA,NA,NA,NA,NA,"NO PLANT","Wac 663_Sterile_S","Sterile","S",4.125,2,1.655,-0.605,"Negative",16,0,1.50993569918497,3.43523833163982
"WA2_1_3","Wac 663","Winterfell","WA2","A","WA2_10","WA2_1","3","P","F1",2,"1.44",1.39,6.83,9.66,"",NA,NA,NA,NA,NA,"","Wac 663_Sterile_S","Sterile","S",4.125,2,1.655,-2.735,"Negative",11,0,1.2657598920365,2.67405100122451
"WA2_10_2","Wac 663","Winterfell","WA2","A","WA2_2","WA2_10","2","P","F10",2,"0.73",23.97,2.75,27.45,"",NA,NA,NA,NA,NA,"","Wac 663_Sterile_S","Sterile","S",19.12,4,2.464829271,4.85,"Positive",16,0,1.42900224800223,2.87419080629097
"WA2_10_5","Wac 663","Winterfell","WA2","A","WA2_2","WA2_10","5","P","F10",1,"0.29",2.07,3.58,5.94,"",NA,NA,NA,NA,NA,"","Wac 663_Sterile_S","Sterile","S",6.21,4,0.909789353,-4.14,"Negative",16,0,1.27362994402653,2.9723193832955
"WA2_2_4","Wac 663","Winterfell","WA2","A","WA2_8","WA2_2","4","P","B2",2,"0.23",10.98,2.19,13.4,"",NA,NA,NA,NA,NA,"","Wac 663_Sterile_S","Sterile","S",3.89,4,1.339981343,7.09,"Positive",19,0,1.76769704116255,4.35078374986719
"WA2_2_5","Wac 663","Winterfell","WA2","A","WA2_8","WA2_2","5","N","F2",1,"0.32",0,4,4.32,"",NA,NA,NA,NA,NA,"","Wac 663_Sterile_S","Sterile","S",6.21,4,0.909789353,-6.21,"Negative",9,0,1.30407913837762,2.93497500501594
"WA2_3_2","Wac 663","Winterfell","WA2","A","WA2_4","WA2_3","2","N","F3",2,"0.62",12.48,3.05,16.15,"",NA,NA,NA,NA,NA,"","Wac 663_Sterile_S","Sterile","S",19.12,4,2.464829271,-6.64,"Negative",15,0,1.30359461201904,3.07412548319538
"WA2_3_5","Wac 663","Winterfell","WA2","A","WA2_2","WA2_3","5","P","F3",1,"0.28",11.02,3.5,14.8,"",NA,NA,NA,NA,NA,"","Wac 663_Sterile_S","Sterile","S",6.21,4,0.909789353,4.81,"Positive",14,0,1.24883478902394,2.8357741387241
"WA2_4_5","Wac 663","Winterfell","WA2","A","WA2_2","WA2_4","5","P","F4",1,"0.29",6.48,3.45,10.22,"",NA,NA,NA,NA,NA,"","Wac 663_Sterile_S","Sterile","S",6.21,4,0.909789353,0.27,"Positive",11,0,1.24657693055845,2.94681574928605
"WA2_5_3","Wac 663","Winterfell","WA2","A","WA2_3","WA2_5","3","N","F5",2,"2.14",0.45,9.43,12.02,"",NA,NA,NA,NA,NA,"NO PLANT","Wac 663_Sterile_S","Sterile","S",4.125,2,1.655,-3.675,"Negative",16,0,1.49533763966917,3.4014331877254
"WA2_5_5","Wac 663","Winterfell","WA2","A","WA2_8","WA2_5","5","N","F5",1,"0.26",12.24,3.52,16.02,"",NA,NA,NA,NA,NA,"","Wac 663_Sterile_S","Sterile","S",6.21,4,0.909789353,6.03,"Positive",14,0,1.09663462537915,2.36398955257118
"WA2_6_5","Wac 663","Winterfell","WA2","A","WA2_8","WA2_6","5","N","F6",1,"0.18",5.52,7.76,13.46,"",NA,NA,NA,NA,NA,"","Wac 663_Sterile_S","Sterile","S",6.21,4,0.909789353,-0.69,"Negative",14,0,1.26327908522431,2.98692279952348
"WA2_7_3","Wac 663","Winterfell","WA2","A","WA2_3","WA2_7","3","N","F7",2,"0.35",1.14,4.62,6.11,"",NA,NA,NA,NA,NA,"","Wac 663_Sterile_S","Sterile","S",4.125,2,1.655,-2.985,"Negative",14,0,1.37835203349731,2.92514879660324
"WA2_8_3","Wac 663","Winterfell","WA2","A","WA2_10","WA2_8","3","P","F8",2,"0.54",2.91,5.47,8.92,"",NA,NA,NA,NA,NA,"","Wac 663_Sterile_S","Sterile","S",4.125,2,1.655,-1.215,"Negative",15,0,1.38118053564763,3.05398134224383
"WA2_8_4","Wac 663","Winterfell","WA2","A","WA2_3","WA2_8","4","N","B8",2,"0.04",0,2.58,2.62,"",NA,NA,NA,NA,NA,"","Wac 663_Sterile_S","Sterile","S",3.89,4,1.339981343,-3.89,"Negative",19,0,1.44849332736956,2.9814966283441
